"D.Item.raw","B.Code","DC.Value","DC.Unit","DC.Variable","T.Name","A.Level.Name","P.Product","Out.WG.Start","Out.WG.Unit","Out.WG.Days","Weight Gain","Weight Gain Unit","Weight Gain_kg","Out.WG.Start_kg","Out.WG.End","Out.Subind","Feed Intake","Feed Intake Unit","Tree.Feed","Metabolic_Weight","Feed_Dosage_g_DM_per_kg_MW"
"50% NPH + 50% DGH","NJ0008",123,"g/kg","Ash","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",62,"g DM/kg metabolic weight/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",877,"g/kg","OM","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",682,"g DM/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",877,"g/kg","OM","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",3,"DM % body weight/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",877,"g/kg","OM","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",62,"g DM/kg metabolic weight/individual/day",NA,9.10049888342792,NA
"50% silage","LM0339",154.5,"g/kg","CP","Diet 3","50% silage","Sheep",26.95,"kg",60,240,"g/d/individual",0.24,26.95,41.35,"Feed Intake",1110,"g DM/individual/day",NA,11.8282113803846,NA
"50% silage","LM0339",316.7,"g/kg","NDF","Diet 3","50% silage","Sheep",26.95,"kg",60,240,"g/d/individual",0.24,26.95,41.35,"Feed Intake",1110,"g DM/individual/day",NA,11.8282113803846,NA
"50% silage","LM0339",184.6,"g/kg","ADF","Diet 3","50% silage","Sheep",26.95,"kg",60,240,"g/d/individual",0.24,26.95,41.35,"Feed Intake",1110,"g DM/individual/day",NA,11.8282113803846,NA
"50% silage","LM0339",31.2,"g/kg","EE","Diet 3","50% silage","Sheep",26.95,"kg",60,240,"g/d/individual",0.24,26.95,41.35,"Feed Intake",1110,"g DM/individual/day",NA,11.8282113803846,NA
"50% silage","LM0339",10.2,"MJ/kg DM","ME","Diet 3","50% silage","Sheep",26.95,"kg",60,240,"g/d/individual",0.24,26.95,41.35,"Feed Intake",1110,"g DM/individual/day",NA,11.8282113803846,NA
"50% silage","LM0339",937.5,"g/kg","OM","Diet 3","50% silage","Sheep",26.95,"kg",60,240,"g/d/individual",0.24,26.95,41.35,"Feed Intake",1110,"g DM/individual/day",NA,11.8282113803846,NA
"6","LM0103",93.4,"%","DM","6","6","Goat",26.35,"kg",84,147,"g/d/individual",0.147,26.35,38.698,"Feed Intake",31.8,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"6","LM0103",23.5,"%","CP","6","6","Goat",26.35,"kg",84,147,"g/d/individual",0.147,26.35,38.698,"Feed Intake",31.8,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"6","LM0103",66,"%","NDF","6","6","Goat",26.35,"kg",84,147,"g/d/individual",0.147,26.35,38.698,"Feed Intake",31.8,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"6","LM0103",41.7,"%","ADF","6","6","Goat",26.35,"kg",84,147,"g/d/individual",0.147,26.35,38.698,"Feed Intake",31.8,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"6","LM0103",5.2,"%","Ash","6","6","Goat",26.35,"kg",84,147,"g/d/individual",0.147,26.35,38.698,"Feed Intake",31.8,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"6","LM0103",4.7,"%","EE","6","6","Goat",26.35,"kg",84,147,"g/d/individual",0.147,26.35,38.698,"Feed Intake",31.8,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"60 g/kg A. tortilis","HK0330",873,"g/kg","DM","T3 60 g/kg A. tortilis","60 g/kg A. tortilis","Pigs",28.5,"kg",21,880,"g/d/individual",0.88,28.5,46.98,"Feed Intake",2020,"g/individual/day",NA,12.3348435373719,NA
"60 g/kg A. tortilis","HK0330",186,"g/kg","CP","T3 60 g/kg A. tortilis","60 g/kg A. tortilis","Pigs",28.5,"kg",21,880,"g/d/individual",0.88,28.5,46.98,"Feed Intake",2020,"g/individual/day",NA,12.3348435373719,NA
"60 g/kg A. tortilis","HK0330",8.6,"g/kg","Phos","T3 60 g/kg A. tortilis","60 g/kg A. tortilis","Pigs",28.5,"kg",21,880,"g/d/individual",0.88,28.5,46.98,"Feed Intake",2020,"g/individual/day",NA,12.3348435373719,NA
"60 g/kg A. tortilis","HK0330",12.6,"g/kg","Calcium","T3 60 g/kg A. tortilis","60 g/kg A. tortilis","Pigs",28.5,"kg",21,880,"g/d/individual",0.88,28.5,46.98,"Feed Intake",2020,"g/individual/day",NA,12.3348435373719,NA
"60 g/kg A. tortilis","HK0330",181,"g/kg","NDF","T3 60 g/kg A. tortilis","60 g/kg A. tortilis","Pigs",28.5,"kg",21,880,"g/d/individual",0.88,28.5,46.98,"Feed Intake",2020,"g/individual/day",NA,12.3348435373719,NA
"60 g/kg A. tortilis","HK0330",87.2,"g/kg","ADF","T3 60 g/kg A. tortilis","60 g/kg A. tortilis","Pigs",28.5,"kg",21,880,"g/d/individual",0.88,28.5,46.98,"Feed Intake",2020,"g/individual/day",NA,12.3348435373719,NA
"60 g/kg A. tortilis","HK0330",17.1,"MJ/kg","GE","T3 60 g/kg A. tortilis","60 g/kg A. tortilis","Pigs",28.5,"kg",21,880,"g/d/individual",0.88,28.5,46.98,"Feed Intake",2020,"g/individual/day",NA,12.3348435373719,NA
"60 g/kg A. tortilis","HK0330",3.09,"mg/kg DM","Ctannins","T3 60 g/kg A. tortilis","60 g/kg A. tortilis","Pigs",28.5,"kg",21,880,"g/d/individual",0.88,28.5,46.98,"Feed Intake",2020,"g/individual/day",NA,12.3348435373719,NA
"60% F SOPM","AG0042",88.05,"%","DM","60% F SOPM","60% F SOPM","Goat",9.72,"kg",56,14.59,"g/d/individual",0.015,9.72,10.56,"Feed Intake",312.5,"g/individual/day",NA,5.50490335330468,NA
"60% F SOPM","AG0042",88.05,"%","DM","60% F SOPM","60% F SOPM","Goat",9.72,"kg",56,14.59,"g/d/individual",0.015,9.72,10.56,"Feed Intake",228.2,"g DM/individual/day",NA,5.50490335330468,NA
"60% F SOPM","AG0042",14.21,"%","CP","60% F SOPM","60% F SOPM","Goat",9.72,"kg",56,14.59,"g/d/individual",0.015,9.72,10.56,"Feed Intake",312.5,"g/individual/day",NA,5.50490335330468,NA
"60% F SOPM","AG0042",14.21,"%","CP","60% F SOPM","60% F SOPM","Goat",9.72,"kg",56,14.59,"g/d/individual",0.015,9.72,10.56,"Feed Intake",228.2,"g DM/individual/day",NA,5.50490335330468,NA
"60% F SOPM","AG0042",11.78,"%","CFibre","60% F SOPM","60% F SOPM","Goat",9.72,"kg",56,14.59,"g/d/individual",0.015,9.72,10.56,"Feed Intake",312.5,"g/individual/day",NA,5.50490335330468,NA
"60% F SOPM","AG0042",11.78,"%","CFibre","60% F SOPM","60% F SOPM","Goat",9.72,"kg",56,14.59,"g/d/individual",0.015,9.72,10.56,"Feed Intake",228.2,"g DM/individual/day",NA,5.50490335330468,NA
"60% F SOPM","AG0042",5.77,"%","Ash","60% F SOPM","60% F SOPM","Goat",9.72,"kg",56,14.59,"g/d/individual",0.015,9.72,10.56,"Feed Intake",312.5,"g/individual/day",NA,5.50490335330468,NA
"60% F SOPM","AG0042",5.77,"%","Ash","60% F SOPM","60% F SOPM","Goat",9.72,"kg",56,14.59,"g/d/individual",0.015,9.72,10.56,"Feed Intake",228.2,"g DM/individual/day",NA,5.50490335330468,NA
"60% F SOPM","AG0042",3.46,"%","EE","60% F SOPM","60% F SOPM","Goat",9.72,"kg",56,14.59,"g/d/individual",0.015,9.72,10.56,"Feed Intake",312.5,"g/individual/day",NA,5.50490335330468,NA
"60% F SOPM","AG0042",3.46,"%","EE","60% F SOPM","60% F SOPM","Goat",9.72,"kg",56,14.59,"g/d/individual",0.015,9.72,10.56,"Feed Intake",228.2,"g DM/individual/day",NA,5.50490335330468,NA
"60% F SOPM","AG0042",64.78,"%","NFE","60% F SOPM","60% F SOPM","Goat",9.72,"kg",56,14.59,"g/d/individual",0.015,9.72,10.56,"Feed Intake",312.5,"g/individual/day",NA,5.50490335330468,NA
"60% F SOPM","AG0042",64.78,"%","NFE","60% F SOPM","60% F SOPM","Goat",9.72,"kg",56,14.59,"g/d/individual",0.015,9.72,10.56,"Feed Intake",228.2,"g DM/individual/day",NA,5.50490335330468,NA
"60% Leucaena Goat","HK0008",22.7,"g/100g","CP","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",33.7,"g DM/kg body weight (0.75)/individual/day",NA,4.39540980178165,7.66708942277463
"60% Leucaena Goat","HK0008",22.7,"g/100g","CP","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",33.7,"g DM/kg body weight (0.75)/individual/day",NA,4.39540980178165,7.66708942277463
"60% Leucaena Goat","HK0008",22.7,"g/100g","CP","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",1.88,"% body weight",NA,4.39540980178165,NA
"60% Leucaena Goat","HK0008",22.7,"g/100g","CP","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",1.88,"% body weight",NA,4.39540980178165,NA
"60% Leucaena Goat","HK0008",22.7,"g/100g","CP","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",33.7,"g DM/kg body weight (0.75)/individual/day",NA,4.39540980178165,7.66708942277463
"60% Leucaena Goat","HK0008",22.7,"g/100g","CP","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",33.7,"g DM/kg body weight (0.75)/individual/day",NA,4.39540980178165,7.66708942277463
"60% Leucaena Goat","HK0008",22.7,"g/100g","CP","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",1.88,"% body weight",NA,4.39540980178165,NA
"60% Leucaena Goat","HK0008",22.7,"g/100g","CP","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",1.88,"% body weight",NA,4.39540980178165,NA
"60% Leucaena Goat","HK0008",24.9,"g/100g","ADF","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",33.7,"g DM/kg body weight (0.75)/individual/day",NA,4.39540980178165,7.66708942277463
"60% Leucaena Goat","HK0008",24.9,"g/100g","ADF","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",33.7,"g DM/kg body weight (0.75)/individual/day",NA,4.39540980178165,7.66708942277463
"60% Leucaena Goat","HK0008",24.9,"g/100g","ADF","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",1.88,"% body weight",NA,4.39540980178165,NA
"60% Leucaena Goat","HK0008",24.9,"g/100g","ADF","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",1.88,"% body weight",NA,4.39540980178165,NA
"60% Leucaena Goat","HK0008",24.9,"g/100g","ADF","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",33.7,"g DM/kg body weight (0.75)/individual/day",NA,4.39540980178165,7.66708942277463
"60% Leucaena Goat","HK0008",24.9,"g/100g","ADF","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",33.7,"g DM/kg body weight (0.75)/individual/day",NA,4.39540980178165,7.66708942277463
"60% Leucaena Goat","HK0008",24.9,"g/100g","ADF","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",1.88,"% body weight",NA,4.39540980178165,NA
"60% Leucaena Goat","HK0008",24.9,"g/100g","ADF","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",1.88,"% body weight",NA,4.39540980178165,NA
"60% Leucaena Goat","HK0008",18.4,"g/100g","Cellu","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",33.7,"g DM/kg body weight (0.75)/individual/day",NA,4.39540980178165,7.66708942277463
"60% Leucaena Goat","HK0008",18.4,"g/100g","Cellu","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",33.7,"g DM/kg body weight (0.75)/individual/day",NA,4.39540980178165,7.66708942277463
"60% Leucaena Goat","HK0008",18.4,"g/100g","Cellu","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",1.88,"% body weight",NA,4.39540980178165,NA
"60% Leucaena Goat","HK0008",18.4,"g/100g","Cellu","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",1.88,"% body weight",NA,4.39540980178165,NA
"60% Leucaena Goat","HK0008",18.4,"g/100g","Cellu","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",33.7,"g DM/kg body weight (0.75)/individual/day",NA,4.39540980178165,7.66708942277463
"60% Leucaena Goat","HK0008",18.4,"g/100g","Cellu","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",33.7,"g DM/kg body weight (0.75)/individual/day",NA,4.39540980178165,7.66708942277463
"60% Leucaena Goat","HK0008",18.4,"g/100g","Cellu","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",1.88,"% body weight",NA,4.39540980178165,NA
"60% Leucaena Goat","HK0008",18.4,"g/100g","Cellu","Diet 4 Goat","60% Leucaena Goat","Goat",7.2,"kg",112,33.13,"g/d/individual",0.033,7.2,10.896,"Feed Intake",1.88,"% body weight",NA,4.39540980178165,NA
"60% Leucaena Sheep","HK0008",22.7,"g/100g","CP","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",58.39,"g DM/kg body weight (0.75)/individual/day",NA,8.11223836659695,7.19776680138338
"60% Leucaena Sheep","HK0008",22.7,"g/100g","CP","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",58.39,"g DM/kg body weight (0.75)/individual/day",NA,8.11223836659695,7.19776680138338
"60% Leucaena Sheep","HK0008",22.7,"g/100g","CP","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",2.67,"% body weight",NA,8.11223836659695,NA
"60% Leucaena Sheep","HK0008",22.7,"g/100g","CP","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",2.67,"% body weight",NA,8.11223836659695,NA
"60% Leucaena Sheep","HK0008",22.7,"g/100g","CP","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",58.39,"g DM/kg body weight (0.75)/individual/day",NA,8.11223836659695,7.19776680138338
"60% Leucaena Sheep","HK0008",22.7,"g/100g","CP","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",58.39,"g DM/kg body weight (0.75)/individual/day",NA,8.11223836659695,7.19776680138338
"60% Leucaena Sheep","HK0008",22.7,"g/100g","CP","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",2.67,"% body weight",NA,8.11223836659695,NA
"60% Leucaena Sheep","HK0008",22.7,"g/100g","CP","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",2.67,"% body weight",NA,8.11223836659695,NA
"60% Leucaena Sheep","HK0008",24.9,"g/100g","ADF","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",58.39,"g DM/kg body weight (0.75)/individual/day",NA,8.11223836659695,7.19776680138338
"60% Leucaena Sheep","HK0008",24.9,"g/100g","ADF","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",58.39,"g DM/kg body weight (0.75)/individual/day",NA,8.11223836659695,7.19776680138338
"60% Leucaena Sheep","HK0008",24.9,"g/100g","ADF","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",2.67,"% body weight",NA,8.11223836659695,NA
"60% Leucaena Sheep","HK0008",24.9,"g/100g","ADF","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",2.67,"% body weight",NA,8.11223836659695,NA
"60% Leucaena Sheep","HK0008",24.9,"g/100g","ADF","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",58.39,"g DM/kg body weight (0.75)/individual/day",NA,8.11223836659695,7.19776680138338
"60% Leucaena Sheep","HK0008",24.9,"g/100g","ADF","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",58.39,"g DM/kg body weight (0.75)/individual/day",NA,8.11223836659695,7.19776680138338
"60% Leucaena Sheep","HK0008",24.9,"g/100g","ADF","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",2.67,"% body weight",NA,8.11223836659695,NA
"60% Leucaena Sheep","HK0008",24.9,"g/100g","ADF","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",2.67,"% body weight",NA,8.11223836659695,NA
"60% Leucaena Sheep","HK0008",18.4,"g/100g","Cellu","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",58.39,"g DM/kg body weight (0.75)/individual/day",NA,8.11223836659695,7.19776680138338
"60% Leucaena Sheep","HK0008",18.4,"g/100g","Cellu","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",58.39,"g DM/kg body weight (0.75)/individual/day",NA,8.11223836659695,7.19776680138338
"60% Leucaena Sheep","HK0008",18.4,"g/100g","Cellu","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",2.67,"% body weight",NA,8.11223836659695,NA
"60% Leucaena Sheep","HK0008",18.4,"g/100g","Cellu","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",2.67,"% body weight",NA,8.11223836659695,NA
"60% Leucaena Sheep","HK0008",18.4,"g/100g","Cellu","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",58.39,"g DM/kg body weight (0.75)/individual/day",NA,8.11223836659695,7.19776680138338
"60% Leucaena Sheep","HK0008",18.4,"g/100g","Cellu","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",58.39,"g DM/kg body weight (0.75)/individual/day",NA,8.11223836659695,7.19776680138338
"60% Leucaena Sheep","HK0008",18.4,"g/100g","Cellu","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",2.67,"% body weight",NA,8.11223836659695,NA
"60% Leucaena Sheep","HK0008",18.4,"g/100g","Cellu","Diet 4 Sheep","60% Leucaena Sheep","Sheep",16.3,"kg",112,51.86,"g/d/individual",0.052,16.3,22.124,"Feed Intake",2.67,"% body weight",NA,8.11223836659695,NA
"60% UF SOPM","AG0042",88.14,"%","DM","60% UF SOPM","60% UF SOPM","Goat",9.25,"kg",56,16.96,"g/d/individual",0.017,9.25,10.202,"Feed Intake",297.7,"g/individual/day",NA,5.30403400277838,NA
"60% UF SOPM","AG0042",88.14,"%","DM","60% UF SOPM","60% UF SOPM","Goat",9.25,"kg",56,16.96,"g/d/individual",0.017,9.25,10.202,"Feed Intake",240.64,"g DM/individual/day",NA,5.30403400277838,NA
"60% UF SOPM","AG0042",13.93,"%","CP","60% UF SOPM","60% UF SOPM","Goat",9.25,"kg",56,16.96,"g/d/individual",0.017,9.25,10.202,"Feed Intake",297.7,"g/individual/day",NA,5.30403400277838,NA
"60% UF SOPM","AG0042",13.93,"%","CP","60% UF SOPM","60% UF SOPM","Goat",9.25,"kg",56,16.96,"g/d/individual",0.017,9.25,10.202,"Feed Intake",240.64,"g DM/individual/day",NA,5.30403400277838,NA
"60% UF SOPM","AG0042",10.67,"%","CFibre","60% UF SOPM","60% UF SOPM","Goat",9.25,"kg",56,16.96,"g/d/individual",0.017,9.25,10.202,"Feed Intake",297.7,"g/individual/day",NA,5.30403400277838,NA
"60% UF SOPM","AG0042",10.67,"%","CFibre","60% UF SOPM","60% UF SOPM","Goat",9.25,"kg",56,16.96,"g/d/individual",0.017,9.25,10.202,"Feed Intake",240.64,"g DM/individual/day",NA,5.30403400277838,NA
"60% UF SOPM","AG0042",5.46,"%","Ash","60% UF SOPM","60% UF SOPM","Goat",9.25,"kg",56,16.96,"g/d/individual",0.017,9.25,10.202,"Feed Intake",297.7,"g/individual/day",NA,5.30403400277838,NA
"60% UF SOPM","AG0042",5.46,"%","Ash","60% UF SOPM","60% UF SOPM","Goat",9.25,"kg",56,16.96,"g/d/individual",0.017,9.25,10.202,"Feed Intake",240.64,"g DM/individual/day",NA,5.30403400277838,NA
"60% UF SOPM","AG0042",3.42,"%","EE","60% UF SOPM","60% UF SOPM","Goat",9.25,"kg",56,16.96,"g/d/individual",0.017,9.25,10.202,"Feed Intake",297.7,"g/individual/day",NA,5.30403400277838,NA
"60% UF SOPM","AG0042",3.42,"%","EE","60% UF SOPM","60% UF SOPM","Goat",9.25,"kg",56,16.96,"g/d/individual",0.017,9.25,10.202,"Feed Intake",240.64,"g DM/individual/day",NA,5.30403400277838,NA
"60% UF SOPM","AG0042",66.52,"%","NFE","60% UF SOPM","60% UF SOPM","Goat",9.25,"kg",56,16.96,"g/d/individual",0.017,9.25,10.202,"Feed Intake",297.7,"g/individual/day",NA,5.30403400277838,NA
"60% UF SOPM","AG0042",66.52,"%","NFE","60% UF SOPM","60% UF SOPM","Goat",9.25,"kg",56,16.96,"g/d/individual",0.017,9.25,10.202,"Feed Intake",240.64,"g DM/individual/day",NA,5.30403400277838,NA
"70% silage","LM0339",153.3,"g/kg","CP","Diet 4","70% silage","Sheep",25.7,"kg",60,200,"g/d/individual",0.2,25.7,37.7,"Feed Intake",910,"g DM/individual/day",NA,11.4143147089934,NA
"70% silage","LM0339",341.8,"g/kg","NDF","Diet 4","70% silage","Sheep",25.7,"kg",60,200,"g/d/individual",0.2,25.7,37.7,"Feed Intake",910,"g DM/individual/day",NA,11.4143147089934,NA
"70% silage","LM0339",204.1,"g/kg","ADF","Diet 4","70% silage","Sheep",25.7,"kg",60,200,"g/d/individual",0.2,25.7,37.7,"Feed Intake",910,"g DM/individual/day",NA,11.4143147089934,NA
"70% silage","LM0339",36.8,"g/kg","EE","Diet 4","70% silage","Sheep",25.7,"kg",60,200,"g/d/individual",0.2,25.7,37.7,"Feed Intake",910,"g DM/individual/day",NA,11.4143147089934,NA
"70% silage","LM0339",10.6,"MJ/kg DM","ME","Diet 4","70% silage","Sheep",25.7,"kg",60,200,"g/d/individual",0.2,25.7,37.7,"Feed Intake",910,"g DM/individual/day",NA,11.4143147089934,NA
"70% silage","LM0339",933.8,"g/kg","OM","Diet 4","70% silage","Sheep",25.7,"kg",60,200,"g/d/individual",0.2,25.7,37.7,"Feed Intake",910,"g DM/individual/day",NA,11.4143147089934,NA
"75 SDBM","JS0080",219.3,"g/kg","CP","T4 75 SDBM","75 SDBM","Chicken",NA,"g",35,52,"g/d/individual",0.052,NA,NA,"Feed Intake",106.857142857143,"g/individual/day",NA,NA,NA
"75 SDBM","JS0080",6.7,"g/kg","Phos","T4 75 SDBM","75 SDBM","Chicken",NA,"g",35,52,"g/d/individual",0.052,NA,NA,"Feed Intake",106.857142857143,"g/individual/day",NA,NA,NA
"75 SDBM","JS0080",12.4,"g/kg","Calcium","T4 75 SDBM","75 SDBM","Chicken",NA,"g",35,52,"g/d/individual",0.052,NA,NA,"Feed Intake",106.857142857143,"g/individual/day",NA,NA,NA
"75 SDBM","JS0080",40.7,"g/kg","CFibre","T4 75 SDBM","75 SDBM","Chicken",NA,"g",35,52,"g/d/individual",0.052,NA,NA,"Feed Intake",106.857142857143,"g/individual/day",NA,NA,NA
"75 SDBM","JS0080",35.9,"g/kg","EE","T4 75 SDBM","75 SDBM","Chicken",NA,"g",35,52,"g/d/individual",0.052,NA,NA,"Feed Intake",106.857142857143,"g/individual/day",NA,NA,NA
"75 SDBM","JS0080",11.52,"MJ/kg","ME","T4 75 SDBM","75 SDBM","Chicken",NA,"g",35,52,"g/d/individual",0.052,NA,NA,"Feed Intake",106.857142857143,"g/individual/day",NA,NA,NA
