"D.Item.raw","B.Code","DC.Value","DC.Unit","DC.Variable","T.Name","A.Level.Name","P.Product","Out.WG.Start","Out.WG.Unit","Out.WG.Days","Weight Gain","Weight Gain Unit","Weight Gain_kg","Out.WG.Start_kg","Out.WG.End","Out.Subind","Feed Intake","Feed Intake Unit","Tree.Feed","Metabolic_Weight","Feed_Dosage_g_DM_per_kg_MW"
"Napier Con","LM0163",2.01,"MJ/kg","ME","T D Con","Napier Con","Goat",9,"kg",49,-8,"g/d/individual",-0.008,9,8.608,"Feed Intake",242.13,"g DM/kg body weight/individual/day",NA,5.19615242270663,NA
"Napier grass","NN0399",270,"g/kg","DM","NCC","Napier grass","Cattle",190,"kg",84,375,"g/d/individual",0.375,190,221.5,"Feed Intake",4.3,"kg/individual/day",NA,51.1758660200015,NA
"Napier grass","NN0399",85,"g/kg","CP","NCC","Napier grass","Cattle",190,"kg",84,375,"g/d/individual",0.375,190,221.5,"Feed Intake",4.3,"kg/individual/day",NA,51.1758660200015,NA
"Napier grass","NN0399",2,"g/kg","Phos","NCC","Napier grass","Cattle",190,"kg",84,375,"g/d/individual",0.375,190,221.5,"Feed Intake",4.3,"kg/individual/day",NA,51.1758660200015,NA
"Napier grass","NN0399",5,"g/kg","Calcium","NCC","Napier grass","Cattle",190,"kg",84,375,"g/d/individual",0.375,190,221.5,"Feed Intake",4.3,"kg/individual/day",NA,51.1758660200015,NA
"Napier grass","NN0399",147,"g/kg","Ash","NCC","Napier grass","Cattle",190,"kg",84,375,"g/d/individual",0.375,190,221.5,"Feed Intake",4.3,"kg/individual/day",NA,51.1758660200015,NA
"Napier grass","NN0399",7.2,"MJ/kg","ME","NCC","Napier grass","Cattle",190,"kg",84,375,"g/d/individual",0.375,190,221.5,"Feed Intake",4.3,"kg/individual/day",NA,51.1758660200015,NA
"Napier grass","NN0399",854,"g/kg","OM","NCC","Napier grass","Cattle",190,"kg",84,375,"g/d/individual",0.375,190,221.5,"Feed Intake",4.3,"kg/individual/day",NA,51.1758660200015,NA
"Negative Control Diet","HK0319",923.1,"g/kg","DM","Negative Control Diet","Negative Control Diet","Quail",153.2,"g",28,0.817,"g/d/individual",0.001,0.1532,0.181,"Feed Intake",21.9357142857143,"g/individual/day",NA,0.244874788540905,NA
"Negative Control Diet","HK0319",189.4,"g/kg","CP","Negative Control Diet","Negative Control Diet","Quail",153.2,"g",28,0.817,"g/d/individual",0.001,0.1532,0.181,"Feed Intake",21.9357142857143,"g/individual/day",NA,0.244874788540905,NA
"Negative Control Diet","HK0319",5.6,"g/kg","Phos","Negative Control Diet","Negative Control Diet","Quail",153.2,"g",28,0.817,"g/d/individual",0.001,0.1532,0.181,"Feed Intake",21.9357142857143,"g/individual/day",NA,0.244874788540905,NA
"Negative Control Diet","HK0319",8.5,"g/kg","Calcium","Negative Control Diet","Negative Control Diet","Quail",153.2,"g",28,0.817,"g/d/individual",0.001,0.1532,0.181,"Feed Intake",21.9357142857143,"g/individual/day",NA,0.244874788540905,NA
"Negative Control Diet","HK0319",62.4,"g/kg","CFibre","Negative Control Diet","Negative Control Diet","Quail",153.2,"g",28,0.817,"g/d/individual",0.001,0.1532,0.181,"Feed Intake",21.9357142857143,"g/individual/day",NA,0.244874788540905,NA
"Negative Control Diet","HK0319",230.8,"g/kg","NDF","Negative Control Diet","Negative Control Diet","Quail",153.2,"g",28,0.817,"g/d/individual",0.001,0.1532,0.181,"Feed Intake",21.9357142857143,"g/individual/day",NA,0.244874788540905,NA
"Negative Control Diet","HK0319",52.4,"g/kg","ADF","Negative Control Diet","Negative Control Diet","Quail",153.2,"g",28,0.817,"g/d/individual",0.001,0.1532,0.181,"Feed Intake",21.9357142857143,"g/individual/day",NA,0.244874788540905,NA
"Negative Control Diet","HK0319",117.9,"MJ/kg","ME","Negative Control Diet","Negative Control Diet","Quail",153.2,"g",28,0.817,"g/d/individual",0.001,0.1532,0.181,"Feed Intake",21.9357142857143,"g/individual/day",NA,0.244874788540905,NA
"Negative Control Diet","HK0319",62.4,"g/kg","Cfat","Negative Control Diet","Negative Control Diet","Quail",153.2,"g",28,0.817,"g/d/individual",0.001,0.1532,0.181,"Feed Intake",21.9357142857143,"g/individual/day",NA,0.244874788540905,NA
"Negative Control Diet","HK0319",874.7,"g/kg","OM","Negative Control Diet","Negative Control Diet","Quail",153.2,"g",28,0.817,"g/d/individual",0.001,0.1532,0.181,"Feed Intake",21.9357142857143,"g/individual/day",NA,0.244874788540905,NA
"No Cull Date","JS0119",88.25,"%","DM","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",715.66,"g DM/individual/day",NA,8.24995728347045,NA
"No Cull Date","JS0119",88.25,"%","DM","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",33.7,"g/kg body weight/individual/day",NA,8.24995728347045,NA
"No Cull Date","JS0119",12.25,"%","CP","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",715.66,"g DM/individual/day",NA,8.24995728347045,NA
"No Cull Date","JS0119",12.25,"%","CP","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",33.7,"g/kg body weight/individual/day",NA,8.24995728347045,NA
"No Cull Date","JS0119",18.1,"%","CFibre","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",715.66,"g DM/individual/day",NA,8.24995728347045,NA
"No Cull Date","JS0119",18.1,"%","CFibre","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",33.7,"g/kg body weight/individual/day",NA,8.24995728347045,NA
"No Cull Date","JS0119",51.25,"%","NDF","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",715.66,"g DM/individual/day",NA,8.24995728347045,NA
"No Cull Date","JS0119",51.25,"%","NDF","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",33.7,"g/kg body weight/individual/day",NA,8.24995728347045,NA
"No Cull Date","JS0119",32.1,"%","ADF","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",715.66,"g DM/individual/day",NA,8.24995728347045,NA
"No Cull Date","JS0119",32.1,"%","ADF","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",33.7,"g/kg body weight/individual/day",NA,8.24995728347045,NA
"No Cull Date","JS0119",7.99,"%","Ash","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",715.66,"g DM/individual/day",NA,8.24995728347045,NA
"No Cull Date","JS0119",7.99,"%","Ash","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",33.7,"g/kg body weight/individual/day",NA,8.24995728347045,NA
"No Cull Date","JS0119",2.13,"%","EE","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",715.66,"g DM/individual/day",NA,8.24995728347045,NA
"No Cull Date","JS0119",2.13,"%","EE","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",33.7,"g/kg body weight/individual/day",NA,8.24995728347045,NA
"No Cull Date","JS0119",60.03,"%","NFE","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",715.66,"g DM/individual/day",NA,8.24995728347045,NA
"No Cull Date","JS0119",60.03,"%","NFE","R1 No Cull Date","No Cull Date","Goat",16670,"g",90,102,"g/d/individual",0.102,16.67,25.85,"Feed Intake",33.7,"g/kg body weight/individual/day",NA,8.24995728347045,NA
"No FTL","JS0301",57.62,"g/kg","CP","T1 No FTL","No FTL","Sheep",16280,"g",90,67.5,"g/d/individual",0.068,16.28,22.4,"Feed Intake",668.27,"g DM/individual/day",NA,8.10477197100357,NA
"No FTL","JS0301",57.62,"g/kg","CP","T1 No FTL","No FTL","Sheep",16280,"g",90,67.5,"g/d/individual",0.068,16.28,22.4,"Feed Intake",2.72,"DM % body weight/individual",NA,8.10477197100357,NA
"No FTL","JS0301",7.12,"MJ/kg","ME","T1 No FTL","No FTL","Sheep",16280,"g",90,67.5,"g/d/individual",0.068,16.28,22.4,"Feed Intake",668.27,"g DM/individual/day",NA,8.10477197100357,NA
"No FTL","JS0301",7.12,"MJ/kg","ME","T1 No FTL","No FTL","Sheep",16280,"g",90,67.5,"g/d/individual",0.068,16.28,22.4,"Feed Intake",2.72,"DM % body weight/individual",NA,8.10477197100357,NA
"No SDBM","JS0080",217.54,"g/kg","CP","T1 No SDBM","No SDBM","Chicken",NA,"g",35,51.1428571428571,"g/d/individual",0.051,NA,NA,"Feed Intake",107.428571428571,"g/individual/day",NA,NA,NA
"No SDBM","JS0080",8.2,"g/kg","Phos","T1 No SDBM","No SDBM","Chicken",NA,"g",35,51.1428571428571,"g/d/individual",0.051,NA,NA,"Feed Intake",107.428571428571,"g/individual/day",NA,NA,NA
"No SDBM","JS0080",15.1,"g/kg","Calcium","T1 No SDBM","No SDBM","Chicken",NA,"g",35,51.1428571428571,"g/d/individual",0.051,NA,NA,"Feed Intake",107.428571428571,"g/individual/day",NA,NA,NA
"No SDBM","JS0080",37.9,"g/kg","CFibre","T1 No SDBM","No SDBM","Chicken",NA,"g",35,51.1428571428571,"g/d/individual",0.051,NA,NA,"Feed Intake",107.428571428571,"g/individual/day",NA,NA,NA
"No SDBM","JS0080",40.1,"g/kg","EE","T1 No SDBM","No SDBM","Chicken",NA,"g",35,51.1428571428571,"g/d/individual",0.051,NA,NA,"Feed Intake",107.428571428571,"g/individual/day",NA,NA,NA
"No SDBM","JS0080",11.57,"MJ/kg","ME","T1 No SDBM","No SDBM","Chicken",NA,"g",35,51.1428571428571,"g/d/individual",0.051,NA,NA,"Feed Intake",107.428571428571,"g/individual/day",NA,NA,NA
"OV 1","NN0280.1",9.6,"MJ/kg DM","ME","T D5","OV 1","Cattle",445000,"g",140,18.4,"g/d/individual",0.018,445,447.52,"Feed Intake",9.7,"kg DM/individual/day",NA,96.8880038179619,NA
"OV 1","NN0280.1",9.6,"MJ/kg DM","ME","T D5","OV 1","Cattle",445000,"g",140,18.4,"g/d/individual",0.018,445,447.52,"Feed Intake",9.7,"kg DM/individual/day",NA,96.8880038179619,NA
"OV 2","NN0280.1",9.69,"MJ/kg DM","ME","T D6","OV 2","Cattle",445000,"g",140,6,"g/d/individual",0.006,445,445.84,"Feed Intake",10.2,"kg DM/individual/day",NA,96.8880038179619,NA
"OV 3","NN0280.1",9.8,"MJ/kg DM","ME","T D7","OV 3","Cattle",445000,"g",140,6.6,"g/d/individual",0.007,445,445.98,"Feed Intake",11.6,"kg DM/individual/day",NA,96.8880038179619,NA
"OV 4","NN0280.1",9.83,"MJ/kg DM","ME","T D8","OV 4","Cattle",445000,"g",140,46,"g/d/individual",0.046,445,451.44,"Feed Intake",11.2,"kg DM/individual/day",NA,96.8880038179619,NA
"OV hay + lablab hay","NN0280.2",10.4,"kg/day","DM","OV + lablab 0","OV hay + lablab hay","Cattle",445,"kg",120,18.9,"g/d/individual",0.019,445,447.28,"Feed Intake",10.4,"kg DM/individual/day",NA,96.8880038179619,NA
"OV hay + lablab hay","NN0280.2",1.53,"kg/day","CP","OV + lablab 0","OV hay + lablab hay","Cattle",445,"kg",120,18.9,"g/d/individual",0.019,445,447.28,"Feed Intake",10.4,"kg DM/individual/day",NA,96.8880038179619,NA
"OV hay + lablab hay","NN0280.2",58,"g/head/day","Phos","OV + lablab 0","OV hay + lablab hay","Cattle",445,"kg",120,18.9,"g/d/individual",0.019,445,447.28,"Feed Intake",10.4,"kg DM/individual/day",NA,96.8880038179619,NA
"OV hay + lablab hay","NN0280.2",115,"g/head/day","Calcium","OV + lablab 0","OV hay + lablab hay","Cattle",445,"kg",120,18.9,"g/d/individual",0.019,445,447.28,"Feed Intake",10.4,"kg DM/individual/day",NA,96.8880038179619,NA
"OV hay + lablab hay","NN0280.2",5.07,"kg/day","NDF","OV + lablab 0","OV hay + lablab hay","Cattle",445,"kg",120,18.9,"g/d/individual",0.019,445,447.28,"Feed Intake",10.4,"kg DM/individual/day",NA,96.8880038179619,NA
"OV hay + lablab hay","NN0280.2",9.5,"MJ/kg DM","ME","OV + lablab 0","OV hay + lablab hay","Cattle",445,"kg",120,18.9,"g/d/individual",0.019,445,447.28,"Feed Intake",10.4,"kg DM/individual/day",NA,96.8880038179619,NA
"OV hay + lablab hay","NN0280.2",9.3,"kg/day","OM","OV + lablab 0","OV hay + lablab hay","Cattle",445,"kg",120,18.9,"g/d/individual",0.019,445,447.28,"Feed Intake",10.4,"kg DM/individual/day",NA,96.8880038179619,NA
"OV hay + lablab hay 1.25","NN0280.2",10.6,"kg/day","DM","OV + lablab 1.25","OV hay + lablab hay 1.25","Cattle",446,"kg",120,-15.5,"g/d/individual",-0.016,446,444.08,"Feed Intake",10.6,"kg DM/individual/day",NA,97.0512523801034,NA
"OV hay + lablab hay 1.25","NN0280.2",1.58,"kg/day","CP","OV + lablab 1.25","OV hay + lablab hay 1.25","Cattle",446,"kg",120,-15.5,"g/d/individual",-0.016,446,444.08,"Feed Intake",10.6,"kg DM/individual/day",NA,97.0512523801034,NA
"OV hay + lablab hay 1.25","NN0280.2",66,"g/head/day","Phos","OV + lablab 1.25","OV hay + lablab hay 1.25","Cattle",446,"kg",120,-15.5,"g/d/individual",-0.016,446,444.08,"Feed Intake",10.6,"kg DM/individual/day",NA,97.0512523801034,NA
"OV hay + lablab hay 1.25","NN0280.2",106,"g/head/day","Calcium","OV + lablab 1.25","OV hay + lablab hay 1.25","Cattle",446,"kg",120,-15.5,"g/d/individual",-0.016,446,444.08,"Feed Intake",10.6,"kg DM/individual/day",NA,97.0512523801034,NA
"OV hay + lablab hay 1.25","NN0280.2",5.05,"kg/day","NDF","OV + lablab 1.25","OV hay + lablab hay 1.25","Cattle",446,"kg",120,-15.5,"g/d/individual",-0.016,446,444.08,"Feed Intake",10.6,"kg DM/individual/day",NA,97.0512523801034,NA
"OV hay + lablab hay 1.25","NN0280.2",9.72,"MJ/kg DM","ME","OV + lablab 1.25","OV hay + lablab hay 1.25","Cattle",446,"kg",120,-15.5,"g/d/individual",-0.016,446,444.08,"Feed Intake",10.6,"kg DM/individual/day",NA,97.0512523801034,NA
"OV hay + lablab hay 1.25","NN0280.2",9.4,"kg/day","OM","OV + lablab 1.25","OV hay + lablab hay 1.25","Cattle",446,"kg",120,-15.5,"g/d/individual",-0.016,446,444.08,"Feed Intake",10.6,"kg DM/individual/day",NA,97.0512523801034,NA
"OV hay + lablab hay 2.5","NN0280.2",11.2,"kg/day","DM","OV + lablab 2.5","OV hay + lablab hay 2.5","Cattle",441,"kg",120,-18.9,"g/d/individual",-0.019,441,438.72,"Feed Intake",11.2,"kg DM/individual/day",NA,96.2340895940726,NA
"OV hay + lablab hay 2.5","NN0280.2",1.71,"kg/day","CP","OV + lablab 2.5","OV hay + lablab hay 2.5","Cattle",441,"kg",120,-18.9,"g/d/individual",-0.019,441,438.72,"Feed Intake",11.2,"kg DM/individual/day",NA,96.2340895940726,NA
"OV hay + lablab hay 2.5","NN0280.2",77,"g/head/day","Phos","OV + lablab 2.5","OV hay + lablab hay 2.5","Cattle",441,"kg",120,-18.9,"g/d/individual",-0.019,441,438.72,"Feed Intake",11.2,"kg DM/individual/day",NA,96.2340895940726,NA
"OV hay + lablab hay 2.5","NN0280.2",103,"g/head/day","Calcium","OV + lablab 2.5","OV hay + lablab hay 2.5","Cattle",441,"kg",120,-18.9,"g/d/individual",-0.019,441,438.72,"Feed Intake",11.2,"kg DM/individual/day",NA,96.2340895940726,NA
"OV hay + lablab hay 2.5","NN0280.2",5.23,"kg/day","NDF","OV + lablab 2.5","OV hay + lablab hay 2.5","Cattle",441,"kg",120,-18.9,"g/d/individual",-0.019,441,438.72,"Feed Intake",11.2,"kg DM/individual/day",NA,96.2340895940726,NA
"OV hay + lablab hay 2.5","NN0280.2",9.83,"MJ/kg DM","ME","OV + lablab 2.5","OV hay + lablab hay 2.5","Cattle",441,"kg",120,-18.9,"g/d/individual",-0.019,441,438.72,"Feed Intake",11.2,"kg DM/individual/day",NA,96.2340895940726,NA
"OV hay + lablab hay 2.5","NN0280.2",10,"kg/day","OM","OV + lablab 2.5","OV hay + lablab hay 2.5","Cattle",441,"kg",120,-18.9,"g/d/individual",-0.019,441,438.72,"Feed Intake",11.2,"kg DM/individual/day",NA,96.2340895940726,NA
"OV hay + lablab hay 3.75","NN0280.2",12.1,"kg/day","DM","OV + lablab 3.75","OV hay + lablab hay 3.75","Cattle",456,"kg",120,-23.5,"g/d/individual",-0.024,456,453.12,"Feed Intake",12.1,"kg DM/individual/day",NA,98.6787482989755,NA
"OV hay + lablab hay 3.75","NN0280.2",1.93,"kg/day","CP","OV + lablab 3.75","OV hay + lablab hay 3.75","Cattle",456,"kg",120,-23.5,"g/d/individual",-0.024,456,453.12,"Feed Intake",12.1,"kg DM/individual/day",NA,98.6787482989755,NA
"OV hay + lablab hay 3.75","NN0280.2",90,"g/head/day","Phos","OV + lablab 3.75","OV hay + lablab hay 3.75","Cattle",456,"kg",120,-23.5,"g/d/individual",-0.024,456,453.12,"Feed Intake",12.1,"kg DM/individual/day",NA,98.6787482989755,NA
"OV hay + lablab hay 3.75","NN0280.2",105,"g/head/day","Calcium","OV + lablab 3.75","OV hay + lablab hay 3.75","Cattle",456,"kg",120,-23.5,"g/d/individual",-0.024,456,453.12,"Feed Intake",12.1,"kg DM/individual/day",NA,98.6787482989755,NA
"OV hay + lablab hay 3.75","NN0280.2",5.56,"kg/day","NDF","OV + lablab 3.75","OV hay + lablab hay 3.75","Cattle",456,"kg",120,-23.5,"g/d/individual",-0.024,456,453.12,"Feed Intake",12.1,"kg DM/individual/day",NA,98.6787482989755,NA
"OV hay + lablab hay 3.75","NN0280.2",10.1,"MJ/kg DM","ME","OV + lablab 3.75","OV hay + lablab hay 3.75","Cattle",456,"kg",120,-23.5,"g/d/individual",-0.024,456,453.12,"Feed Intake",12.1,"kg DM/individual/day",NA,98.6787482989755,NA
"OV hay + lablab hay 3.75","NN0280.2",10.9,"kg/day","OM","OV + lablab 3.75","OV hay + lablab hay 3.75","Cattle",456,"kg",120,-23.5,"g/d/individual",-0.024,456,453.12,"Feed Intake",12.1,"kg DM/individual/day",NA,98.6787482989755,NA
"PE","NN0394",184.2,"g/kg","CP","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",365,"g DM/individual/day",NA,4.80135440710509,NA
"PE","NN0394",184.2,"g/kg","CP","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",67,"g DM/kg body weight (0.75)/individual/day",NA,4.80135440710509,13.9543958473161
"PE","NN0394",184.2,"g/kg","CP","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",3.8,"% body weight/individual/day",NA,4.80135440710509,NA
"PE","NN0394",0.83,"g/kg","Phos","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",365,"g DM/individual/day",NA,4.80135440710509,NA
"PE","NN0394",0.83,"g/kg","Phos","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",67,"g DM/kg body weight (0.75)/individual/day",NA,4.80135440710509,13.9543958473161
"PE","NN0394",0.83,"g/kg","Phos","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",3.8,"% body weight/individual/day",NA,4.80135440710509,NA
"PE","NN0394",0.44,"g/kg","Calcium","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",365,"g DM/individual/day",NA,4.80135440710509,NA
"PE","NN0394",0.44,"g/kg","Calcium","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",67,"g DM/kg body weight (0.75)/individual/day",NA,4.80135440710509,13.9543958473161
"PE","NN0394",0.44,"g/kg","Calcium","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",3.8,"% body weight/individual/day",NA,4.80135440710509,NA
"PE","NN0394",52.86,"g/kg","NDF","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",365,"g DM/individual/day",NA,4.80135440710509,NA
"PE","NN0394",52.86,"g/kg","NDF","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",67,"g DM/kg body weight (0.75)/individual/day",NA,4.80135440710509,13.9543958473161
"PE","NN0394",52.86,"g/kg","NDF","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",3.8,"% body weight/individual/day",NA,4.80135440710509,NA
"PE","NN0394",38.43,"g/kg","ADF","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",365,"g DM/individual/day",NA,4.80135440710509,NA
"PE","NN0394",38.43,"g/kg","ADF","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",67,"g DM/kg body weight (0.75)/individual/day",NA,4.80135440710509,13.9543958473161
"PE","NN0394",38.43,"g/kg","ADF","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",3.8,"% body weight/individual/day",NA,4.80135440710509,NA
"PE","NN0394",10.95,"g/kg","ADL","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",365,"g DM/individual/day",NA,4.80135440710509,NA
"PE","NN0394",10.95,"g/kg","ADL","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",67,"g DM/kg body weight (0.75)/individual/day",NA,4.80135440710509,13.9543958473161
"PE","NN0394",10.95,"g/kg","ADL","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",3.8,"% body weight/individual/day",NA,4.80135440710509,NA
"PE","NN0394",4.73,"g/kg","EE","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",365,"g DM/individual/day",NA,4.80135440710509,NA
"PE","NN0394",4.73,"g/kg","EE","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",67,"g DM/kg body weight (0.75)/individual/day",NA,4.80135440710509,13.9543958473161
"PE","NN0394",4.73,"g/kg","EE","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",3.8,"% body weight/individual/day",NA,4.80135440710509,NA
"PE","NN0394",10,"MJ/kg DM","ME","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",365,"g DM/individual/day",NA,4.80135440710509,NA
"PE","NN0394",10,"MJ/kg DM","ME","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",67,"g DM/kg body weight (0.75)/individual/day",NA,4.80135440710509,13.9543958473161
"PE","NN0394",10,"MJ/kg DM","ME","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",3.8,"% body weight/individual/day",NA,4.80135440710509,NA
"PE","NN0394",11.4,"MJ/kg DM","DE","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",365,"g DM/individual/day",NA,4.80135440710509,NA
"PE","NN0394",11.4,"MJ/kg DM","DE","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",67,"g DM/kg body weight (0.75)/individual/day",NA,4.80135440710509,13.9543958473161
"PE","NN0394",11.4,"MJ/kg DM","DE","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",3.8,"% body weight/individual/day",NA,4.80135440710509,NA
"PE","NN0394",85.39,"g/kg","OM","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",365,"g DM/individual/day",NA,4.80135440710509,NA
"PE","NN0394",85.39,"g/kg","OM","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",67,"g DM/kg body weight (0.75)/individual/day",NA,4.80135440710509,13.9543958473161
"PE","NN0394",85.39,"g/kg","OM","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",3.8,"% body weight/individual/day",NA,4.80135440710509,NA
"PE","NN0394",0.73,"g/kg","Ctannins","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",365,"g DM/individual/day",NA,4.80135440710509,NA
"PE","NN0394",0.73,"g/kg","Ctannins","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",67,"g DM/kg body weight (0.75)/individual/day",NA,4.80135440710509,13.9543958473161
"PE","NN0394",0.73,"g/kg","Ctannins","T D5","PE","Goat",8.1,"kg",84,34.5,"g/d/individual",0.034,8.1,10.956,"Feed Intake",3.8,"% body weight/individual/day",NA,4.80135440710509,NA
"PE1","JS0343",277,"g/kg","DM","T D2 PE1","PE1","Goat",7.4,"kg",84,56,"g/d/individual",0.056,7.4,12.104,"Feed Intake",277.6,"g DM/individual/day",NA,4.48666650787959,NA
"PE1","JS0343",277,"g/kg","DM","T D2 PE1","PE1","Goat",7.4,"kg",84,56,"g/d/individual",0.056,7.4,12.104,"Feed Intake",50.5,"g/kg metabolic weight/individual/day",NA,4.48666650787959,NA
"PE1","JS0343",110,"g/kg","CP","T D2 PE1","PE1","Goat",7.4,"kg",84,56,"g/d/individual",0.056,7.4,12.104,"Feed Intake",277.6,"g DM/individual/day",NA,4.48666650787959,NA
"PE1","JS0343",110,"g/kg","CP","T D2 PE1","PE1","Goat",7.4,"kg",84,56,"g/d/individual",0.056,7.4,12.104,"Feed Intake",50.5,"g/kg metabolic weight/individual/day",NA,4.48666650787959,NA
"PE1","JS0343",651,"g/kg","NDF","T D2 PE1","PE1","Goat",7.4,"kg",84,56,"g/d/individual",0.056,7.4,12.104,"Feed Intake",277.6,"g DM/individual/day",NA,4.48666650787959,NA
"PE1","JS0343",651,"g/kg","NDF","T D2 PE1","PE1","Goat",7.4,"kg",84,56,"g/d/individual",0.056,7.4,12.104,"Feed Intake",50.5,"g/kg metabolic weight/individual/day",NA,4.48666650787959,NA
"PE1","JS0343",388,"g/kg","ADF","T D2 PE1","PE1","Goat",7.4,"kg",84,56,"g/d/individual",0.056,7.4,12.104,"Feed Intake",277.6,"g DM/individual/day",NA,4.48666650787959,NA
"PE1","JS0343",388,"g/kg","ADF","T D2 PE1","PE1","Goat",7.4,"kg",84,56,"g/d/individual",0.056,7.4,12.104,"Feed Intake",50.5,"g/kg metabolic weight/individual/day",NA,4.48666650787959,NA
