D.Item.AOM,B.Code,DC.Unit.Is.Dry,D.Item,DC.Value,DC.Unit,DC.Variable,Scientific Name,NCBI,WFO,Feedipedia,CPC_Code_Product,CPC_Code_Component
AOM_000613,JS0134,Unspecified,Soybean Ground,39,g/kg,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0017,Unspecified,Soybean Ground,6.5,%,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0115,Yes,Soybean Ground,66,g/kg,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0014,Yes,Soybean Ground,5,%,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0044.1,Yes,Soybean Ground,4.69,%,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0044.2,Yes,Soybean Ground,4.69,%,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0129,Yes,Soybean Ground,5.12,g/100g,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,JS0342,Unspecified,Soybean Ground,5.25,%,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,LM0048,No,Soybean Ground,51,g/kg,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,LM0310,No,Soybean Ground,6.1,g/100g,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,LM0312,Yes,Soybean Ground,6.3,%,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0085,Yes,Soybean Ground,5.8,%,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0110.1,Yes,Soybean Ground,69,g/kg,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0112,Yes,Soybean Ground,58,g/kg,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0114,Yes,Soybean Ground,6.01,g/100g DM,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,JS0134,Unspecified,Soybean Ground,61,g/kg,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NJ0027,,Soybean Ground,7,%,Ash,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,JS0134,Unspecified,Soybean Ground,143,g/kg,EE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0014,Yes,Soybean Ground,3.5,%,EE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0044.1,Yes,Soybean Ground,5.63,%,EE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0044.2,Yes,Soybean Ground,5.63,%,EE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0129,Yes,Soybean Ground,12.93,g/100g,EE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,JS0342,Unspecified,Soybean Ground,3.93,%,EE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,LM0048,No,Soybean Ground,37,g/kg,EE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0368,Yes,Soybean Ground,21,g/kg,EE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,JS0134,Unspecified,Soybean Ground,43,g/kg,EE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NJ0027,,Soybean Ground,2,%,EE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,JS0134,Unspecified,Soybean Ground,222,g/kg,NFE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0017,Unspecified,Soybean Ground,31.7,%,NFE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0014,Yes,Soybean Ground,43,%,NFE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,JS0342,Unspecified,Soybean Ground,23.6,%,NFE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,LM0048,No,Soybean Ground,427,g/kg,NFE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0085,Yes,Soybean Ground,31.68,%,NFE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0114,Yes,Soybean Ground,18.07,g/100g DM,NFE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,JS0134,Unspecified,Soybean Ground,284,g/kg,NFE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0114,Yes,Soybean Ground,8.92,g/100g DM,Moisture,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0129,Yes,Soybean Ground,2851,kcal/kg,ME,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0017,Unspecified,Soybean Ground,4654.3,kcal/kg,GE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0115,Yes,Soybean Ground,17.9,kJ/g,GE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0085,Yes,Soybean Ground,15.59,kJ/g,GE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0110.1,Yes,Soybean Ground,18.5,MJ/kg,GE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0112,Yes,Soybean Ground,17.7,MJ/kg DM,GE,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0017,Unspecified,Soybean Ground,6.8,%,Cfat,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0115,Yes,Soybean Ground,14,g/kg,Cfat,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0014,Yes,Soybean Ground,6.5,%,Cfat,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,LM0310,No,Soybean Ground,4.3,g/100g,Cfat,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,LM0312,Yes,Soybean Ground,3.5,%,Cfat,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0085,Yes,Soybean Ground,1.38,%,Cfat,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0110.1,Yes,Soybean Ground,6,g/kg,Cfat,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0112,Yes,Soybean Ground,51,g/kg,Cfat,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0114,Yes,Soybean Ground,18.56,g/100g DM,Cfat,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0368,Yes,Soybean Ground,87,g/kg,Cellu,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0044.1,Yes,Soybean Ground,16.02,%,Hemicell,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0044.2,Yes,Soybean Ground,16.02,%,Hemicell,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0368,Yes,Soybean Ground,47,g/kg,Hemicell,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0044.1,Yes,Soybean Ground,0.89,%,Lignin,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0044.2,Yes,Soybean Ground,0.89,%,Lignin,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0368,Yes,Soybean Ground,9,g/kg,Lignin,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,JS0419,Yes,Soybean Ground,931,g/kg,OM,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0083,Yes,Soybean Ground,927,g/kg,OM,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,NN0368,Yes,Soybean Ground,928,g/kg,OM,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0044.1,Yes,Soybean Ground,0.08,%,Tannins,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000613,HK0044.2,Yes,Soybean Ground,0.08,%,Tannins,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,https://www.feedipedia.org/node/674,0141,
AOM_000616,NJ0027,,Canola Cake,36.26,%,CP,Brassica napus,http://purl.obolibrary.org/obo/NCBITaxon_3708,,NA,NA,2191
AOM_000616,NJ0027,,Canola Cake,1.15,%,Phos,Brassica napus,http://purl.obolibrary.org/obo/NCBITaxon_3708,,NA,NA,2191
AOM_000616,NJ0027,,Canola Cake,0.67,%,Calcium,Brassica napus,http://purl.obolibrary.org/obo/NCBITaxon_3708,,NA,NA,2191
AOM_000616,NJ0027,,Canola Cake,10.36,%,CFibre,Brassica napus,http://purl.obolibrary.org/obo/NCBITaxon_3708,,NA,NA,2191
AOM_000616,NJ0027,,Canola Cake,23.28,%,NDF,Brassica napus,http://purl.obolibrary.org/obo/NCBITaxon_3708,,NA,NA,2191
AOM_000616,NJ0027,,Canola Cake,16.19,%,ADF,Brassica napus,http://purl.obolibrary.org/obo/NCBITaxon_3708,,NA,NA,2191
AOM_000616,NJ0027,,Canola Cake,7.16,%,Ash,Brassica napus,http://purl.obolibrary.org/obo/NCBITaxon_3708,,NA,NA,2191
AOM_000616,NJ0027,,Canola Cake,2.94,%,EE,Brassica napus,http://purl.obolibrary.org/obo/NCBITaxon_3708,,NA,NA,2191
AOM_000620,HK0171,Yes,Cotton Seed Cake,93.6,%,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0046,Yes,Cotton Seed Cake,926,g/kg,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0047,Yes,Cotton Seed Cake,94.6,%,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0196,Yes,Cotton Seed Cake,915.7,g/kg,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0197,Unspecified,Cotton Seed Cake,93.05,%,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0214,Unspecified,Cotton Seed Cake,929,g/kg,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0243,Yes,Cotton Seed Cake,906,g/kg,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0265,Yes,Cotton Seed Cake,911,g/kg,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0281,Yes,Cotton Seed Cake,93.66,%,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,LM0018,Yes,Cotton Seed Cake,95,%,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0202,Yes,Cotton Seed Cake,940,g/kg,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0207.1,Yes,Cotton Seed Cake,952,g/kg,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0207.2,Yes,Cotton Seed Cake,952,g/kg,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0272.1,Yes,Cotton Seed Cake,952,g/kg,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0272.1.2,Yes,Cotton Seed Cake,952,g/kg,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0276.1,Yes,Cotton Seed Cake,885.5,g/kg,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0375,Unspecified,Cotton Seed Cake,86.7,%,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,EO0032,Unspecified,Cotton Seed Cake,90,%,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NJ0032,Unspecified,Cotton Seed Cake,97.5,%,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,EO0078,Unspecified,Cotton Seed Cake,92.9,%,DM,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,HK0171,Yes,Cotton Seed Cake,29.94,%,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0046,Yes,Cotton Seed Cake,387,g/kg,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0047,Yes,Cotton Seed Cake,46.3,%,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0196,Yes,Cotton Seed Cake,386.2,g/kg,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0197,Unspecified,Cotton Seed Cake,25.26,%,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0214,Unspecified,Cotton Seed Cake,268,g/kg,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0281,Yes,Cotton Seed Cake,43.38,%,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,LM0016,Yes,Cotton Seed Cake,417.2,g/kg,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,LM0018,Yes,Cotton Seed Cake,38.3,%,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,LM0347,Yes,Cotton Seed Cake,343,g/kg,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0207.1,Yes,Cotton Seed Cake,453,g/kg,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0207.2,Yes,Cotton Seed Cake,453,g/kg,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0272.1,Yes,Cotton Seed Cake,214,g/kg,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0272.1.2,Yes,Cotton Seed Cake,214,g/kg,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0375,Unspecified,Cotton Seed Cake,26.7,%,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,EO0032,Unspecified,Cotton Seed Cake,28,%,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NJ0032,Unspecified,Cotton Seed Cake,35.5,%,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,EO0078,Unspecified,Cotton Seed Cake,21.47,%,CP,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0265,Yes,Cotton Seed Cake,64.5,g/kg,N,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0202,Yes,Cotton Seed Cake,77.8,g/kg,N,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0276.1,Yes,Cotton Seed Cake,34.4,g/kg,N,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0047,Yes,Cotton Seed Cake,1.3,%,Phos,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0196,Yes,Cotton Seed Cake,4.5,g/kg,Phos,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0197,Unspecified,Cotton Seed Cake,0.64,%,Phos,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0281,Yes,Cotton Seed Cake,1.33,%,Phos,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,LM0016,Yes,Cotton Seed Cake,6.5,g/kg,Phos,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,LM0018,Yes,Cotton Seed Cake,0.24,%,Phos,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0047,Yes,Cotton Seed Cake,0.14,%,Calcium,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0196,Yes,Cotton Seed Cake,2.5,g/kg,Calcium,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0197,Unspecified,Cotton Seed Cake,0.42,%,Calcium,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,LM0016,Yes,Cotton Seed Cake,1.9,g/kg,Calcium,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,LM0018,Yes,Cotton Seed Cake,1.24,%,Calcium,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,HK0171,Yes,Cotton Seed Cake,23.5,%,CFibre,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0047,Yes,Cotton Seed Cake,10.6,%,CFibre,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,LM0016,Yes,Cotton Seed Cake,67.6,g/kg,CFibre,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,LM0347,Yes,Cotton Seed Cake,241,g/kg,CFibre,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,EO0078,Unspecified,Cotton Seed Cake,37.88,%,CFibre,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0046,Yes,Cotton Seed Cake,435,g/kg,NDF,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0196,Yes,Cotton Seed Cake,425.4,g/kg,NDF,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0197,Unspecified,Cotton Seed Cake,46.76,%,NDF,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0214,Unspecified,Cotton Seed Cake,488.1,g/kg,NDF,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0243,Yes,Cotton Seed Cake,344.4,g/kg,NDF,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0265,Yes,Cotton Seed Cake,359,g/kg,NDF,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0202,Yes,Cotton Seed Cake,454,g/kg,NDF,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0272.1,Yes,Cotton Seed Cake,341,g/kg,NDF,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0272.1.2,Yes,Cotton Seed Cake,341,g/kg,NDF,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0276.1,Yes,Cotton Seed Cake,462.1,g/kg,NDF,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NN0375,Unspecified,Cotton Seed Cake,25.5,%,NDF,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,EO0032,Unspecified,Cotton Seed Cake,38,%,NDF,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,NJ0032,Unspecified,Cotton Seed Cake,54.4,%,NDF,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0046,Yes,Cotton Seed Cake,268,g/kg,ADF,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
AOM_000620,JS0196,Yes,Cotton Seed Cake,341.2,g/kg,ADF,Gossypium,http://purl.obolibrary.org/obo/NCBITaxon_3633,,https://www.feedipedia.org/node/550,01921.01,2191
