D.Item.AOM,B.Code,DC.Unit.Is.Dry,D.Item,DC.Value,DC.Unit,DC.Variable,Scientific Name,NCBI,WFO,Feedipedia,CPC_Code_Product,CPC_Code_Component
AOM_001700,JS0272,Yes,Noug Cake Ground,110.4,g/kg,ADL,Guizotia abyssinica,http://purl.obolibrary.org/obo/NCBITaxon_4230,,NA,NA,2191
AOM_001700,JS0272,Yes,Noug Cake Ground,99.9,g/kg,Ash,Guizotia abyssinica,http://purl.obolibrary.org/obo/NCBITaxon_4230,,NA,NA,2191
AOM_001700,JS0272,Yes,Noug Cake Ground,63.3,g/kg,EE,Guizotia abyssinica,http://purl.obolibrary.org/obo/NCBITaxon_4230,,NA,NA,2191
AOM_001700,JS0272,Yes,Noug Cake Ground,900.1,g/kg,OM,Guizotia abyssinica,http://purl.obolibrary.org/obo/NCBITaxon_4230,,NA,NA,2191
AOM_001703,JS0290,Yes,Chamaecytisus palmensis Dried,908,g/kg,DM,Chamaecytisus palmensis,,,NA,NA,01919.9
AOM_001703,JS0290,Yes,Chamaecytisus palmensis Dried,202,g/kg,CP,Chamaecytisus palmensis,,,NA,NA,01919.9
AOM_001703,JS0290,Yes,Chamaecytisus palmensis Dried,343,g/kg,NDF,Chamaecytisus palmensis,,,NA,NA,01919.9
AOM_001703,JS0290,Yes,Chamaecytisus palmensis Dried,231,g/kg,ADF,Chamaecytisus palmensis,,,NA,NA,01919.9
AOM_001703,JS0290,Yes,Chamaecytisus palmensis Dried,112,g/kg,Ash,Chamaecytisus palmensis,,,NA,NA,01919.9
AOM_001703,JS0290,Yes,Chamaecytisus palmensis Dried,67,g/kg,Lignin,Chamaecytisus palmensis,,,NA,NA,01919.9
AOM_001703,JS0290,Yes,Chamaecytisus palmensis Dried,22,g/kg,Phenol,Chamaecytisus palmensis,,,NA,NA,01919.9
AOM_001705,NN0236,Yes,Erythrina brucei Leaves Dried,916,g/kg,DM,Erythrina brucei,,,NA,NA,01919.9
AOM_001705,NN0236,Yes,Erythrina brucei Leaves Dried,258,g/kg,CP,Erythrina brucei,,,NA,NA,01919.9
AOM_001705,NN0236,Yes,Erythrina brucei Leaves Dried,422,g/kg,NDF,Erythrina brucei,,,NA,NA,01919.9
AOM_001705,NN0236,Yes,Erythrina brucei Leaves Dried,387,g/kg,ADF,Erythrina brucei,,,NA,NA,01919.9
AOM_001705,NN0236,Yes,Erythrina brucei Leaves Dried,57,g/kg,ADL,Erythrina brucei,,,NA,NA,01919.9
AOM_001705,NN0236,Yes,Erythrina brucei Leaves Dried,103,g/kg,Ash,Erythrina brucei,,,NA,NA,01919.9
AOM_001706,NJ0013,Yes,Olive Leaves Dried,92.33,%,DM,Olea europaea,http://purl.obolibrary.org/obo/NCBITaxon_4146,,https://www.feedipedia.org/node/121,NA,01919.9
AOM_001706,NJ0013,Yes,Olive Leaves Dried,10.16,%,CP,Olea europaea,http://purl.obolibrary.org/obo/NCBITaxon_4146,,https://www.feedipedia.org/node/121,NA,01919.9
AOM_001706,NJ0013,Yes,Olive Leaves Dried,34.59,%,NDF,Olea europaea,http://purl.obolibrary.org/obo/NCBITaxon_4146,,https://www.feedipedia.org/node/121,NA,01919.9
AOM_001706,NJ0013,Yes,Olive Leaves Dried,30.35,%,ADF,Olea europaea,http://purl.obolibrary.org/obo/NCBITaxon_4146,,https://www.feedipedia.org/node/121,NA,01919.9
AOM_001706,NJ0013,Yes,Olive Leaves Dried,8.74,%,Ash,Olea europaea,http://purl.obolibrary.org/obo/NCBITaxon_4146,,https://www.feedipedia.org/node/121,NA,01919.9
AOM_001706,NJ0013,Yes,Olive Leaves Dried,8.61,MJ/kg DM,ME,Olea europaea,http://purl.obolibrary.org/obo/NCBITaxon_4146,,https://www.feedipedia.org/node/121,NA,01919.9
AOM_001709,HK0182,Yes,Panicum maximum Wilted,367,g/kg,DM,Panicum maximum,,,NA,NA,01919.9
AOM_001709,HK0182,Yes,Panicum maximum Wilted,84,g/kg,CP,Panicum maximum,,,NA,NA,01919.9
AOM_001709,HK0182,Yes,Panicum maximum Wilted,675,g/kg,NDF,Panicum maximum,,,NA,NA,01919.9
AOM_001709,HK0182,Yes,Panicum maximum Wilted,382,g/kg,ADF,Panicum maximum,,,NA,NA,01919.9
AOM_001709,HK0182,Yes,Panicum maximum Wilted,83.4,g/kg,ADL,Panicum maximum,,,NA,NA,01919.9
AOM_001709,HK0182,Yes,Panicum maximum Wilted,24.6,g/kg,EE,Panicum maximum,,,NA,NA,01919.9
AOM_001709,HK0182,Yes,Panicum maximum Wilted,461,g/kg,NFE,Panicum maximum,,,NA,NA,01919.9
AOM_001709,HK0182,Yes,Panicum maximum Wilted,923,g/kg,OM,Panicum maximum,,,NA,NA,01919.9
AOM_001709,HK0182,Yes,Panicum maximum Wilted,3.3,g/kg,Ctannins,Panicum maximum,,,NA,NA,01919.9
AOM_001710,NN0106,Unspecified,Leucaena leucocephala Leaves Dried,92.5,%,DM,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0271,Yes,Leucaena leucocephala Leaves Dried,920,g/kg,DM,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,HK0108,Yes,Leucaena leucocephala Leaves Dried,87.5,g/100g,DM,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0197,Unspecified,Leucaena leucocephala Leaves Dried,93.17,%,DM,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,NN0106,Unspecified,Leucaena leucocephala Leaves Dried,21.75,%,CP,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0271,Yes,Leucaena leucocephala Leaves Dried,244,g/kg,CP,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,HK0108,Yes,Leucaena leucocephala Leaves Dried,32.8,g/100g,CP,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0197,Unspecified,Leucaena leucocephala Leaves Dried,23.52,%,CP,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0291,Yes,Leucaena leucocephala Leaves Dried,153,g/kg,CP,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0271,Yes,Leucaena leucocephala Leaves Dried,1.9,g/kg,Phos,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0197,Unspecified,Leucaena leucocephala Leaves Dried,0.21,%,Phos,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0271,Yes,Leucaena leucocephala Leaves Dried,14.8,g/kg,Calcium,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0197,Unspecified,Leucaena leucocephala Leaves Dried,1.08,%,Calcium,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,NN0106,Unspecified,Leucaena leucocephala Leaves Dried,15.9,%,CFibre,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,HK0108,Yes,Leucaena leucocephala Leaves Dried,16,g/100g,CFibre,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0271,Yes,Leucaena leucocephala Leaves Dried,239,g/kg,NDF,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,HK0108,Yes,Leucaena leucocephala Leaves Dried,40.89,g/100g,NDF,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0197,Unspecified,Leucaena leucocephala Leaves Dried,26.27,%,NDF,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0291,Yes,Leucaena leucocephala Leaves Dried,414,g/kg,NDF,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0271,Yes,Leucaena leucocephala Leaves Dried,116,g/kg,ADF,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,HK0108,Yes,Leucaena leucocephala Leaves Dried,30.47,g/100g,ADF,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0197,Unspecified,Leucaena leucocephala Leaves Dried,17.44,%,ADF,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0291,Yes,Leucaena leucocephala Leaves Dried,262,g/kg,ADF,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0197,Unspecified,Leucaena leucocephala Leaves Dried,9.99,%,ADL,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,NN0106,Unspecified,Leucaena leucocephala Leaves Dried,8.6,%,Ash,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,HK0108,Yes,Leucaena leucocephala Leaves Dried,12.46,g/100g,Ash,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0197,Unspecified,Leucaena leucocephala Leaves Dried,9.7,%,Ash,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,HK0108,Yes,Leucaena leucocephala Leaves Dried,5.6,g/100g,EE,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0197,Unspecified,Leucaena leucocephala Leaves Dried,4.25,%,EE,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,NN0106,Unspecified,Leucaena leucocephala Leaves Dried,50.7,%,NFE,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,HK0108,Yes,Leucaena leucocephala Leaves Dried,33.14,g/100g,NFE,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0197,Unspecified,Leucaena leucocephala Leaves Dried,11.05,MJ/kg DM,ME,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,NN0106,Unspecified,Leucaena leucocephala Leaves Dried,2140,kcal/g,GE,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,HK0108,Yes,Leucaena leucocephala Leaves Dried,3.47,kcal/kg,GE,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,NN0106,Unspecified,Leucaena leucocephala Leaves Dried,3.05,%,Cfat,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0197,Unspecified,Leucaena leucocephala Leaves Dried,7.45,%,Cellu,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,HK0108,Yes,Leucaena leucocephala Leaves Dried,10.42,g/100g,Hemicell,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0197,Unspecified,Leucaena leucocephala Leaves Dried,8.83,%,Hemicell,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0291,Yes,Leucaena leucocephala Leaves Dried,144,g/kg,Lignin,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0271,Yes,Leucaena leucocephala Leaves Dried,789,g/kg,OM,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,HK0108,Yes,Leucaena leucocephala Leaves Dried,87.54,g/100g,OM,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001710,JS0291,Yes,Leucaena leucocephala Leaves Dried,917,g/kg,OM,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001711,NN0361,Yes,Moringa Oleifera Ensiled,371,g/kg,DM,Moringa oleifera,,,NA,NA,01919.9
AOM_001711,NN0361,Yes,Moringa Oleifera Ensiled,242,g/kg,CP,Moringa oleifera,,,NA,NA,01919.9
AOM_001711,NN0361,Yes,Moringa Oleifera Ensiled,318,g/kg,NDF,Moringa oleifera,,,NA,NA,01919.9
AOM_001711,NN0361,Yes,Moringa Oleifera Ensiled,291,g/kg,ADF,Moringa oleifera,,,NA,NA,01919.9
AOM_001711,NN0361,Yes,Moringa Oleifera Ensiled,40,g/kg,EE,Moringa oleifera,,,NA,NA,01919.9
AOM_001711,NN0361,Yes,Moringa Oleifera Ensiled,215,g/kg,Cellu,Moringa oleifera,,,NA,NA,01919.9
AOM_001711,NN0361,Yes,Moringa Oleifera Ensiled,27,g/kg,Hemicell,Moringa oleifera,,,NA,NA,01919.9
AOM_001711,NN0361,Yes,Moringa Oleifera Ensiled,76,g/kg,Lignin,Moringa oleifera,,,NA,NA,01919.9
AOM_001711,NN0361,Yes,Moringa Oleifera Ensiled,889,g/kg,OM,Moringa oleifera,,,NA,NA,01919.9
AOM_001711,NN0361,Yes,Moringa Oleifera Ensiled,40,g/kg,Phenol,Moringa oleifera,,,NA,NA,01919.9
AOM_001711,NN0361,Yes,Moringa Oleifera Ensiled,17,g/kg,Tannins,Moringa oleifera,,,NA,NA,01919.9
AOM_001714,LM0334,Yes,Pennisetum clandestinum Dried Ground,93.63,%,DM,Pennisetum clandestinum,,,NA,NA,01919.9
AOM_001714,LM0334,Yes,Pennisetum clandestinum Dried Ground,26.84,%,CP,Pennisetum clandestinum,,,NA,NA,01919.9
AOM_001714,LM0334,Yes,Pennisetum clandestinum Dried Ground,9.5,%,Ash,Pennisetum clandestinum,,,NA,NA,01919.9
AOM_001714,LM0334,Yes,Pennisetum clandestinum Dried Ground,17.99,MJ/kg DM,GE,Pennisetum clandestinum,,,NA,NA,01919.9
AOM_001714,LM0334,Yes,Pennisetum clandestinum Dried Ground,4.38,%,Cfat,Pennisetum clandestinum,,,NA,NA,01919.9
AOM_001714,LM0334,Yes,Pennisetum clandestinum Dried Ground,8.4,g/kg,Tannins,Pennisetum clandestinum,,,NA,NA,01919.9
AOM_001721,NN0279,Yes,Pennisetum purpureum Dried,90.39,%,DM,Pennisetum purpureum,,,NA,NA,01919.9
AOM_001721,NN0279,Yes,Pennisetum purpureum Dried,70.81,%,NDF,Pennisetum purpureum,,,NA,NA,01919.9
AOM_001721,NN0279,Yes,Pennisetum purpureum Dried,41.2,%,ADF,Pennisetum purpureum,,,NA,NA,01919.9
AOM_001721,NN0279,Yes,Pennisetum purpureum Dried,12.49,%,Ash,Pennisetum purpureum,,,NA,NA,01919.9
AOM_001721,NN0279,Yes,Pennisetum purpureum Dried,87.51,%,OM,Pennisetum purpureum,,,NA,NA,01919.9
AOM_001722,LM0163,Yes,Pithecellobium dulce Leaves Dried,25,g/kg,DM,Pithecellobium dulce,,,NA,NA,01919.9
AOM_001722,LM0163,Yes,Pithecellobium dulce Leaves Dried,40.18,g/kg,NDF,Pithecellobium dulce,,,NA,NA,01919.9
AOM_001722,LM0163,Yes,Pithecellobium dulce Leaves Dried,22.98,g/kg,ADF,Pithecellobium dulce,,,NA,NA,01919.9
AOM_001722,LM0163,Yes,Pithecellobium dulce Leaves Dried,10.8,g/kg,Ash,Pithecellobium dulce,,,NA,NA,01919.9
AOM_001722,LM0163,Yes,Pithecellobium dulce Leaves Dried,8.14,g/kg,Lignin,Pithecellobium dulce,,,NA,NA,01919.9
AOM_001722,LM0163,Yes,Pithecellobium dulce Leaves Dried,1.94,g/kg,Tannins,Pithecellobium dulce,,,NA,NA,01919.9
AOM_001725,JS0290,Yes,Sesbania goetzei Dried,902,g/kg,DM,Sesbania goetzei,,,NA,NA,01919.9
AOM_001725,JS0290,Yes,Sesbania goetzei Dried,204,g/kg,CP,Sesbania goetzei,,,NA,NA,01919.9
AOM_001725,JS0290,Yes,Sesbania goetzei Dried,223,g/kg,NDF,Sesbania goetzei,,,NA,NA,01919.9
AOM_001725,JS0290,Yes,Sesbania goetzei Dried,288,g/kg,ADF,Sesbania goetzei,,,NA,NA,01919.9
AOM_001725,JS0290,Yes,Sesbania goetzei Dried,118,g/kg,Ash,Sesbania goetzei,,,NA,NA,01919.9
AOM_001725,JS0290,Yes,Sesbania goetzei Dried,114,g/kg,Lignin,Sesbania goetzei,,,NA,NA,01919.9
AOM_001725,JS0290,Yes,Sesbania goetzei Dried,57,g/kg,Phenol,Sesbania goetzei,,,NA,NA,01919.9
AOM_001726,NN0251,Yes,Tithonia diversifolia Dried,88.23,%,DM,Tithonia diversifolia,http://purl.obolibrary.org/obo/NCBITaxon_684020,,NA,NA,01919.9
AOM_001726,NN0251,Yes,Tithonia diversifolia Dried,22.15,%,CP,Tithonia diversifolia,http://purl.obolibrary.org/obo/NCBITaxon_684020,,NA,NA,01919.9
AOM_001726,NN0251,Yes,Tithonia diversifolia Dried,26.63,%,NDF,Tithonia diversifolia,http://purl.obolibrary.org/obo/NCBITaxon_684020,,NA,NA,01919.9
AOM_001726,NN0251,Yes,Tithonia diversifolia Dried,23.97,%,ADF,Tithonia diversifolia,http://purl.obolibrary.org/obo/NCBITaxon_684020,,NA,NA,01919.9
AOM_001726,NN0251,Yes,Tithonia diversifolia Dried,7.32,%,ADL,Tithonia diversifolia,http://purl.obolibrary.org/obo/NCBITaxon_684020,,NA,NA,01919.9
AOM_001726,NN0251,Yes,Tithonia diversifolia Dried,12.38,%,Ash,Tithonia diversifolia,http://purl.obolibrary.org/obo/NCBITaxon_684020,,NA,NA,01919.9
AOM_001726,NN0251,Yes,Tithonia diversifolia Dried,3.25,%,EE,Tithonia diversifolia,http://purl.obolibrary.org/obo/NCBITaxon_684020,,NA,NA,01919.9
AOM_001726,NN0251,Yes,Tithonia diversifolia Dried,87.62,%,OM,Tithonia diversifolia,http://purl.obolibrary.org/obo/NCBITaxon_684020,,NA,NA,01919.9
AOM_001726,NN0251,Yes,Tithonia diversifolia Dried,1.055,%,Phenol,Tithonia diversifolia,http://purl.obolibrary.org/obo/NCBITaxon_684020,,NA,NA,01919.9
AOM_001726,NN0251,Yes,Tithonia diversifolia Dried,0.56,%,Tannins,Tithonia diversifolia,http://purl.obolibrary.org/obo/NCBITaxon_684020,,NA,NA,01919.9
AOM_001728,JS0210.1,Yes,Crotalaria ochroleuca Dried,85.4,%,DM,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0210.2,Yes,Crotalaria ochroleuca Dried,85.4,%,DM,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0209,Yes,Crotalaria ochroleuca Dried,85.4,%,DM,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0210.1,Yes,Crotalaria ochroleuca Dried,28.7,%,CP,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0210.2,Yes,Crotalaria ochroleuca Dried,28.7,%,CP,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0209,Yes,Crotalaria ochroleuca Dried,25.1,%,CP,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0209,Yes,Crotalaria ochroleuca Dried,0.38,%,Phos,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0209,Yes,Crotalaria ochroleuca Dried,1.54,%,Calcium,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0210.1,Yes,Crotalaria ochroleuca Dried,38.4,%,CFibre,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0210.2,Yes,Crotalaria ochroleuca Dried,38.4,%,CFibre,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0209,Yes,Crotalaria ochroleuca Dried,38.4,%,CFibre,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0210.1,Yes,Crotalaria ochroleuca Dried,8.5,%,Ash,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0210.2,Yes,Crotalaria ochroleuca Dried,8.5,%,Ash,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0209,Yes,Crotalaria ochroleuca Dried,8.5,%,Ash,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0210.1,Yes,Crotalaria ochroleuca Dried,3,%,EE,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0210.2,Yes,Crotalaria ochroleuca Dried,3,%,EE,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0209,Yes,Crotalaria ochroleuca Dried,3,%,EE,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0210.1,Yes,Crotalaria ochroleuca Dried,91.4,%,OM,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0210.2,Yes,Crotalaria ochroleuca Dried,91.4,%,OM,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001728,JS0209,Yes,Crotalaria ochroleuca Dried,76.9,%,OM,Crotalaria ochroleuca,,,NA,NA,01919.9
AOM_001729,NN0224,Yes,Desmodium intortum Dried,89.2,%,DM,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,JS0281,Yes,Desmodium intortum Dried,94.88,%,DM,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,JS0281,Yes,Desmodium intortum Dried,8.81,%,CP,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,NN0224,Yes,Desmodium intortum Dried,1.6,g/kg,Phos,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,JS0281,Yes,Desmodium intortum Dried,0.16,%,Phos,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,NN0224,Yes,Desmodium intortum Dried,10.5,g/kg,Calcium,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,NN0224,Yes,Desmodium intortum Dried,533,g/kg,NDF,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,NN0224,Yes,Desmodium intortum Dried,351,g/kg,ADF,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,JS0281,Yes,Desmodium intortum Dried,64.63,%,ADF,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,NN0224,Yes,Desmodium intortum Dried,97,g/kg,ADL,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,JS0281,Yes,Desmodium intortum Dried,50.19,%,ADL,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,NN0224,Yes,Desmodium intortum Dried,78,g/kg,Ash,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,JS0281,Yes,Desmodium intortum Dried,5.97,%,Ash,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,JS0281,Yes,Desmodium intortum Dried,13.36,%,Lignin,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,NN0224,Yes,Desmodium intortum Dried,922,g/kg,OM,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,JS0281,Yes,Desmodium intortum Dried,94.03,%,OM,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,NN0224,Yes,Desmodium intortum Dried,45.4,g/kg,Phenol,Desmodium intortum,,,NA,NA,01919.9
AOM_001729,NN0224,Yes,Desmodium intortum Dried,34.6,g/kg,Ctannins,Desmodium intortum,,,NA,NA,01919.9
AOM_001730,LM0295,Yes,Prosopis juliflora Pods Ground,897,g/kg,DM,Prosopis juliflora,http://purl.obolibrary.org/obo/NCBITaxon_13230,,NA,NA,01919.9
AOM_001730,LM0295,Yes,Prosopis juliflora Pods Ground,167,g/kg,CP,Prosopis juliflora,http://purl.obolibrary.org/obo/NCBITaxon_13230,,NA,NA,01919.9
AOM_001730,LM0295,Yes,Prosopis juliflora Pods Ground,371,g/kg,NDF,Prosopis juliflora,http://purl.obolibrary.org/obo/NCBITaxon_13230,,NA,NA,01919.9
AOM_001730,LM0295,Yes,Prosopis juliflora Pods Ground,236,g/kg,ADF,Prosopis juliflora,http://purl.obolibrary.org/obo/NCBITaxon_13230,,NA,NA,01919.9
AOM_001730,LM0295,Yes,Prosopis juliflora Pods Ground,75,g/kg,ADL,Prosopis juliflora,http://purl.obolibrary.org/obo/NCBITaxon_13230,,NA,NA,01919.9
AOM_001730,LM0295,Yes,Prosopis juliflora Pods Ground,845,g/kg,OM,Prosopis juliflora,http://purl.obolibrary.org/obo/NCBITaxon_13230,,NA,NA,01919.9
AOM_001731,JS0290,Yes,Lablab purpureus Leaves Dried,905,g/kg,DM,Dolichos lablab,,,NA,NA,01919.9
AOM_001731,JS0290,Yes,Lablab purpureus Leaves Dried,153,g/kg,CP,Dolichos lablab,,,NA,NA,01919.9
AOM_001731,JS0290,Yes,Lablab purpureus Leaves Dried,387,g/kg,NDF,Dolichos lablab,,,NA,NA,01919.9
AOM_001731,JS0290,Yes,Lablab purpureus Leaves Dried,335,g/kg,ADF,Dolichos lablab,,,NA,NA,01919.9
AOM_001731,JS0290,Yes,Lablab purpureus Leaves Dried,43,g/kg,Ash,Dolichos lablab,,,NA,NA,01919.9
AOM_001731,JS0290,Yes,Lablab purpureus Leaves Dried,56,g/kg,Lignin,Dolichos lablab,,,NA,NA,01919.9
AOM_001731,JS0290,Yes,Lablab purpureus Leaves Dried,10,g/kg,Phenol,Dolichos lablab,,,NA,NA,01919.9
AOM_001732,JS0424,Yes,Lablab purpureus Dried,88.8,%,DM,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,NN0280.1,Yes,Lablab purpureus Dried,907,g/kg,DM,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,NN0197,Yes,Lablab purpureus Dried,907.4,g/kg,DM,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,NN0197,Yes,Lablab purpureus Dried,165,g/kg,CP,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,JS0424,Yes,Lablab purpureus Dried,10,g,N,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,NN0280.1,Yes,Lablab purpureus Dried,5.4,g/kg,Phos,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,NN0280.1,Yes,Lablab purpureus Dried,17.4,g/kg,Calcium,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,JS0424,Yes,Lablab purpureus Dried,63,%,NDF,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,NN0280.1,Yes,Lablab purpureus Dried,441,g/kg,NDF,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,NN0197,Yes,Lablab purpureus Dried,471.2,g/kg,NDF,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,JS0424,Yes,Lablab purpureus Dried,45.5,%,ADF,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,NN0280.1,Yes,Lablab purpureus Dried,338,g/kg,ADF,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,NN0197,Yes,Lablab purpureus Dried,361.4,g/kg,ADF,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,NN0280.1,Yes,Lablab purpureus Dried,50.1,g/kg,ADL,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,NN0197,Yes,Lablab purpureus Dried,76.3,g/kg,ADL,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,JS0424,Yes,Lablab purpureus Dried,9.18,MJ/kg DM,GE,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,NN0280.1,Yes,Lablab purpureus Dried,889,g/kg,OM,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,NN0197,Yes,Lablab purpureus Dried,887.5,g/kg,OM,Lablab purpureus,,,NA,NA,01919.9
AOM_001732,NN0197,Yes,Lablab purpureus Dried,7.3,g/kg,Ctannins,Lablab purpureus,,,NA,NA,01919.9
AOM_001735,JS0281,Yes,Macrotyloma axillare Dried,93.38,%,DM,Macrotyloma axillare,,,NA,NA,01919.9
AOM_001735,JS0281,Yes,Macrotyloma axillare Dried,10.5,%,CP,Macrotyloma axillare,,,NA,NA,01919.9
AOM_001735,JS0281,Yes,Macrotyloma axillare Dried,0.17,%,Phos,Macrotyloma axillare,,,NA,NA,01919.9
AOM_001735,JS0281,Yes,Macrotyloma axillare Dried,64.79,%,ADF,Macrotyloma axillare,,,NA,NA,01919.9
AOM_001735,JS0281,Yes,Macrotyloma axillare Dried,48.7,%,ADL,Macrotyloma axillare,,,NA,NA,01919.9
AOM_001735,JS0281,Yes,Macrotyloma axillare Dried,5.85,%,Ash,Macrotyloma axillare,,,NA,NA,01919.9
AOM_001735,JS0281,Yes,Macrotyloma axillare Dried,12.12,%,Lignin,Macrotyloma axillare,,,NA,NA,01919.9
AOM_001735,JS0281,Yes,Macrotyloma axillare Dried,94.16,%,OM,Macrotyloma axillare,,,NA,NA,01919.9
AOM_001738,NN0361,Yes,Trifolium alexandrinum Dried,888,g/kg,DM,Trifolium alexandrinum,http://purl.obolibrary.org/obo/NCBITaxon_97006,,https://www.feedipedia.org/node/11852,NA,01919.9
AOM_001738,JS0115,Yes,Trifolium alexandrinum Dried,88.6,%,DM,Trifolium alexandrinum,http://purl.obolibrary.org/obo/NCBITaxon_97006,,https://www.feedipedia.org/node/11852,NA,01919.9
