"Code","DOI","Country","Site.ID","CID","C.Descrip","M.Year","Units","MeanC","Out.SubInd","PrName","Product.Simple","DD.Variable","DD.Unit_Control","DD.Unit_trt","DD.Value_Control","TID","T.Descrip","Tree.Feed","MeanT","VarianceT","DD.Value_trt"
"NN0196","10.1016/j.livprodsci.2004.01.003","Ethiopia","ILRI, Debre Zeit","T9","Wheat bran (control)","NA","g/d/individual",29.2,"Weight Gain","Feed Substitution","Sheep",NA,NA,NA,NA,"T3..T4..T2..T1..T6..T8..T5..T7","S. sesban 1198..S. sesban 15019..L. pallida 14203..A. angustissima 15132..SS 1198 + LP 14203..SS 15019 + LP 14203..SS 1198 + AA 15132..SS 15019 + AA 15132","Sesbania sesban..Leucaena pallida..Acacia angustissima..Leucaena pallida;Sesbania sesban..Acacia angustissima;Sesbania sesban",32.175,74.4107142857143,NA
"NN0196","10.1016/j.livprodsci.2004.01.003","Ethiopia","ILRI, Debre Zeit","T9","Wheat bran (control)","NA","g/individual/day",0.42,"Meat Yield","Feed Substitution","Sheep",NA,NA,NA,NA,"T3..T4..T2..T1..T6..T8..T5..T7","S. sesban 1198..S. sesban 15019..L. pallida 14203..A. angustissima 15132..SS 1198 + LP 14203..SS 15019 + LP 14203..SS 1198 + AA 15132..SS 15019 + AA 15132","Sesbania sesban..Leucaena pallida..Acacia angustissima..Leucaena pallida;Sesbania sesban..Acacia angustissima;Sesbania sesban",0.43125,0.000555357142857143,NA
"NN0197","10.1016/j.anifeedsci.2003.11.003","Ethiopia","ILRI, Debre Zeit","T1","LAB","NA","g/d/individual",17.74,"Weight Gain","Feed Substitution","Sheep",NA,NA,NA,NA,"T2..T3..T4..T5..T6","LP1..LP2..LP3..SS1..SS2","Leucaena pallida..Sesbania sesban",18.138,0.15767,NA
"NN0197","10.1016/j.anifeedsci.2003.11.003","Ethiopia","ILRI, Debre Zeit","T1","LAB","NA","g/d/individual",22.31,"Weight Gain","Feed Substitution","Sheep",NA,NA,NA,NA,"T2..T3..T4..T5..T6","LP1..LP2..LP3..SS1..SS2","Leucaena pallida..Sesbania sesban",25.082,4.67672,NA
"NN0202","10.1016/s0377-8401(96)01048-6","Ethiopia","ILRI, Debre Zeit","T1","CON","NA","g/d/individual",-19.9,"Weight Gain","Feed Addition","Sheep","DM","g/kg","g/kg",490,"T3..T5..T4..T6","LEU..SESM..SESE..SESME","Leucaena leucocephala..Sesbania sesban",37.15,16.8366666666667,525
"NN0202","10.1016/s0377-8401(96)01048-6","Ethiopia","ILRI, Debre Zeit","T1","CON","NA","kg/individual",16.88,"Meat Yield","Feed Addition","Sheep","DM","g/kg","g/kg",490,"T3..T5..T4..T6","LEU..SESM..SESE..SESME","Leucaena leucocephala..Sesbania sesban",21.2625,0.00282499999999995,525
"NN0214","10.1017/S0003356100005225","Ethiopia","International Livestock Centre for Africa","T5","Noug Meal Treatment","NA","g/d/individual",32,"Weight Gain","Feed Substitution","Sheep","DM","Coefficient","Coefficient",0.58,"T4..T1..T2..T3","Acacia tortilis Treatment..Acacia albida Treatment..Acacia nilotica Treatment..Acacia sieberiana Treatment","Vachellia tortilis..Faidherbia albida..Vachellia nilotica..Vachellia sieberiana",18.25,134.916666666667,0.5625
"NN0217","10.1016/j.smallrumres.2006.10.004","Ethiopia","Mekelle University","T1","T1","NA","g/d/individual",11,"Weight Gain","Feed Addition","Sheep",NA,NA,NA,NA,"T2..T3..T4..T5","T2..T3..T4..T5","Opuntia ficus indica",21.5,216.333333333333,NA
"NN0217","10.1016/j.smallrumres.2006.10.004","Ethiopia","Mekelle University","T1","T1","NA","g/individual/day",0.64,"Meat Yield","Feed Addition","Sheep",NA,NA,NA,NA,"T2..T3..T4..T5","T2..T3..T4..T5","Opuntia ficus indica",0.655,0.0027,NA
"NN0233","10.1016/j.livsci.2008.02.007","Ethiopia","Agbe Goat Research Station, Tembien","T1","T1","NA","g/d/individual",-16.7,"Weight Gain","Feed Addition","Goat",NA,NA,NA,NA,"T2..T3..T4..T5..T6..T7","T2..T3..T4..T5..T6..T7","Acacia etbaica..Dichrostachys cinerea",11.6666666666667,38.0786666666667,NA
"NN0233","10.1016/j.livsci.2008.02.007","Ethiopia","Agbe Goat Research Station, Tembien","T1","T1","NA","g/individual/day",0.42,"Meat Yield","Feed Addition","Goat",NA,NA,NA,NA,"T2..T3..T4..T5..T6..T7","T2..T3..T4..T5..T6..T7","Acacia etbaica..Dichrostachys cinerea",0.498333333333333,0.000296666666666667,NA
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T1","T1","NA","g/d/individual",11.8,"Weight Gain","Feed Addition","Goat","CP","%","%",53,"T5","T5","Erythrina brucei",38,NA,72
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T1","T1","NA","g/d/individual",11.8,"Weight Gain","Feed Addition","Goat","DM","%","%",43,"T5","T5","Erythrina brucei",38,NA,54
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T1","T1","NA","kgt/individual",5.7,"Meat Yield","Feed Addition","Goat","CP","%","%",53,"T5","T5","Erythrina brucei",7.1,NA,72
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T1","T1","NA","kgt/individual",5.7,"Meat Yield","Feed Addition","Goat","DM","%","%",43,"T5","T5","Erythrina brucei",7.1,NA,54
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T1","T1","NA","kgt/individual",11.3,"Meat Yield","Feed Addition","Goat","CP","%","%",53,"T5","T5","Erythrina brucei",13.3,NA,72
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T1","T1","NA","kgt/individual",11.3,"Meat Yield","Feed Addition","Goat","DM","%","%",43,"T5","T5","Erythrina brucei",13.3,NA,54
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T1","T1","NA","kgt/individual",16,"Meat Yield","Feed Addition","Goat","CP","%","%",53,"T5","T5","Erythrina brucei",19.2,NA,72
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T1","T1","NA","kgt/individual",16,"Meat Yield","Feed Addition","Goat","DM","%","%",43,"T5","T5","Erythrina brucei",19.2,NA,54
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T1","T1","NA","kgt/individual",16.1,"Meat Yield","Feed Addition","Goat","CP","%","%",53,"T5","T5","Erythrina brucei",18.4,NA,72
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T1","T1","NA","kgt/individual",16.1,"Meat Yield","Feed Addition","Goat","DM","%","%",43,"T5","T5","Erythrina brucei",18.4,NA,54
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T2","T2","NA","g/d/individual",51.5,"Weight Gain","Feed Addition","Goat","CP","%","%",78,"T3..T4","T3..T4","Erythrina brucei",48.5,12.5,77
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T2","T2","NA","g/d/individual",51.5,"Weight Gain","Feed Addition","Goat","DM","%","%",59,"T3..T4","T3..T4","Erythrina brucei",48.5,12.5,57
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T2","T2","NA","kgt/individual",8.8,"Meat Yield","Feed Addition","Goat","CP","%","%",78,"T3..T4","T3..T4","Erythrina brucei",8.15,0.845000000000001,77
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T2","T2","NA","kgt/individual",8.8,"Meat Yield","Feed Addition","Goat","DM","%","%",59,"T3..T4","T3..T4","Erythrina brucei",8.15,0.845000000000001,57
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T2","T2","NA","kgt/individual",15.2,"Meat Yield","Feed Addition","Goat","CP","%","%",78,"T3..T4","T3..T4","Erythrina brucei",14.95,1.125,77
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T2","T2","NA","kgt/individual",15.2,"Meat Yield","Feed Addition","Goat","DM","%","%",59,"T3..T4","T3..T4","Erythrina brucei",14.95,1.125,57
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T2","T2","NA","kgt/individual",19.8,"Meat Yield","Feed Addition","Goat","CP","%","%",78,"T3..T4","T3..T4","Erythrina brucei",19.9,0.0800000000000008,77
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T2","T2","NA","kgt/individual",19.8,"Meat Yield","Feed Addition","Goat","DM","%","%",59,"T3..T4","T3..T4","Erythrina brucei",19.9,0.0800000000000008,57
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T2","T2","NA","kgt/individual",20,"Meat Yield","Feed Addition","Goat","CP","%","%",78,"T3..T4","T3..T4","Erythrina brucei",19.5,0.5,77
"NN0236","10.1007/s11250-011-9916-z","Ethiopia","ATVET College, Dilla","T2","T2","NA","kgt/individual",20,"Meat Yield","Feed Addition","Goat","DM","%","%",59,"T3..T4","T3..T4","Erythrina brucei",19.5,0.5,57
"NN0251","10.5713/ajas.2006.992","Kenya","Bukura Agricultural College","T1","T CON","NA","g/d/individual",-15.1,"Weight Gain","Feed Addition","Goat",NA,NA,NA,NA,"T3..T5..T4..T2","T TEN..T TWENTY..T THIRTY..T FORTY","Tithonia diversifolia",28.6,202.253333333333,NA
"NN0276.1","https://www.researchgate.net/publication/289652441_Effect_of_Feed_Supplements_on_Weight_Gain_and_Carcass_Characteristics_of_Intact_Male_Mubende_Goats_Fed_Elephant_Grass_Pennisetum_purpureum_ad_libitum_in_Uganda","Uganda","Makerere University Agricultural Research Institute, Kabanyolo","T2","Control","NA","kg/individual",-0.6,"Weight Gain","Feed Addition","Goat",NA,NA,NA,NA,"T4","LL","Leucaena leucocephala",-0.7,NA,NA
"NN0276.1","https://www.researchgate.net/publication/289652441_Effect_of_Feed_Supplements_on_Weight_Gain_and_Carcass_Characteristics_of_Intact_Male_Mubende_Goats_Fed_Elephant_Grass_Pennisetum_purpureum_ad_libitum_in_Uganda","Uganda","Makerere University Agricultural Research Institute, Kabanyolo","T2","Control","NA","kg/individual",5.6,"Meat Yield","Feed Addition","Goat",NA,NA,NA,NA,"T4","LL","Leucaena leucocephala",6.6,NA,NA
"NN0276.1","https://www.researchgate.net/publication/289652441_Effect_of_Feed_Supplements_on_Weight_Gain_and_Carcass_Characteristics_of_Intact_Male_Mubende_Goats_Fed_Elephant_Grass_Pennisetum_purpureum_ad_libitum_in_Uganda","Uganda","Makerere University Agricultural Research Institute, Kabanyolo","T2","Control","NA","kg/individual",10.4,"Meat Yield","Feed Addition","Goat",NA,NA,NA,NA,"T4","LL","Leucaena leucocephala",11.6,NA,NA
"NN0276.2","https://www.researchgate.net/publication/289580691_Growth_Performance_and_Feed_Utilization_by_Intact_Male_Mubende_Goats_Fed_Various_Supplements_with_Elephant_Grass_Pennisetum_purpureum_as_Basal_Diet_in_Uganda","Uganda","Makerere University Agricultural Research Institute, Kabanyolo","T3","Elephant grass T5","NA","g/d/individual",-3.1,"Weight Gain","Feed Addition","Goat","DM","g/kg","g/kg",651,"T4","Leucana leaves T2","Leucaena leucocephala",-3.1,NA,701
"NN0279","10.1023/A:1006097902270","Uganda","Makerere University Agricultural Research Institute, Kabanyolo","T1","T1","NA","g/d/individual",17.86,"Weight Gain","Feed Addition","Sheep",NA,NA,NA,NA,"T2..T3..T4","T2..T3..T4","Gliciridia sepium",80.36,79.7449,NA
"NN0299","10.1007/s11250-010-9656-5","Zimbabwe","Henderson RS","T1","Control","NA","kg/individual",12.1,"Milk Yield","Feed Substitution","Cattle",NA,NA,NA,NA,"T2..T3..T4","T1..T2..T3","Adansonia digitata",8.88666666666667,2.13493333333333,NA
"NN0345","10.1007/s11250-014-0605-6","Ethiopia","Jimma University College of Agriculture and Veterinary Medicine","T2","T N.HAY","NA","g/d/individual",3,"Weight Gain","Feed Addition","Sheep",NA,NA,NA,NA,"T1","T AG","Albizia gummifera",14,NA,NA
"NN0345","10.1007/s11250-014-0605-6","Ethiopia","Jimma University College of Agriculture and Veterinary Medicine","T2","T N.HAY","NA","kg/individual",13.55,"Meat Yield","Feed Addition","Sheep",NA,NA,NA,NA,"T1","T AG","Albizia gummifera",14.3,NA,NA
"NN0361","10.1016/j.anifeedsci.2016.04.012","Egypt","Behera","T1","Control","NA","g/d/individual",800,"Milk Yield","Feed Processing-Feed Substitution","Goat","CP","g/kg","g/kg",579,"T4","Silage","Moringa oleifera",990,NA,600
"NN0361","10.1016/j.anifeedsci.2016.04.012","Egypt","Behera","T1","Control","NA","g/d/individual",800,"Milk Yield","Feed Processing-Feed Substitution","Goat","DM","g/kg","g/kg",552,"T4","Silage","Moringa oleifera",990,NA,621
"NN0361","10.1016/j.anifeedsci.2016.04.012","Egypt","Behera","T1","Control","NA","g/d/individual",800,"Milk Yield","Feed Substitution","Goat","CP","g/kg","g/kg",579,"T2..T3","Fresh..Hay","Moringa oleifera",922.5,3784.5,593.5
"NN0361","10.1016/j.anifeedsci.2016.04.012","Egypt","Behera","T1","Control","NA","g/d/individual",800,"Milk Yield","Feed Substitution","Goat","DM","g/kg","g/kg",552,"T2..T3","Fresh..Hay","Moringa oleifera",922.5,3784.5,593
"NN0362","10.1016/j.smallrumres.2015.05.007","Egypt","Behera","T1","T1","NA","g/d/individual",818.6,"Milk Yield","Feed Substitution","Goat",NA,NA,NA,NA,"T2..T3..T4","T2..T3..T4","Moringa oleifera",917.133333333333,509.103333333334,NA
"NN0368","10.1016/j.smallrumres.2017.10.014","Egypt","NRC, Dokki, Cairo","T1","Control","NA","g/d/individual",-6.3,"Weight Gain","Feed Addition-Feed Processing","Goat","CP","g/kg",NA,570,"T2..T3..T4","T1..T2..T3","Moringa oleifera",-5.73333333333333,0.893333333333333,NA
"NN0368","10.1016/j.smallrumres.2017.10.014","Egypt","NRC, Dokki, Cairo","T1","Control","NA","g/d/individual",-6.3,"Weight Gain","Feed Addition-Feed Processing","Goat","DM","g/kg",NA,541,"T2..T3..T4","T1..T2..T3","Moringa oleifera",-5.73333333333333,0.893333333333333,NA
"NN0372","10.1007/s11250-015-0953-x","Ethiopia","Haramaya University","T2","TDHay","NA","g/d/individual",20,"Weight Gain","Feed Addition","Goat",NA,NA,NA,NA,"T4..T1..T3","TDN.T..TDA.S..TDMixture","Azadirachta indica..Acacia senegal..Acacia senegal;Azadirachta indica",41.5,27.43,NA
"NN0372","10.1007/s11250-015-0953-x","Ethiopia","Haramaya University","T2","TDHay","NA","kg/individual",4.9,"Meat Yield","Feed Addition","Goat",NA,NA,NA,NA,"T4..T1..T3","TDN.T..TDA.S..TDMixture","Azadirachta indica..Acacia senegal..Acacia senegal;Azadirachta indica",7.2,0.930000000000001,NA
"NN0372","10.1007/s11250-015-0953-x","Ethiopia","Haramaya University","T2","TDHay","NA","kg/individual",12.3,"Meat Yield","Feed Addition","Goat",NA,NA,NA,NA,"T4..T1..T3","TDN.T..TDA.S..TDMixture","Azadirachta indica..Acacia senegal..Acacia senegal;Azadirachta indica",14.6333333333333,1.40333333333333,NA
"NN0372","10.1007/s11250-015-0953-x","Ethiopia","Haramaya University","T2","TDHay","NA","kg/individual",17,"Meat Yield","Feed Addition","Goat",NA,NA,NA,NA,"T4..T1..T3","TDN.T..TDA.S..TDMixture","Azadirachta indica..Acacia senegal..Acacia senegal;Azadirachta indica",19.3,0.75,NA
"NN0372","10.1007/s11250-015-0953-x","Ethiopia","Haramaya University","T2","TDHay","NA","kg/individual",17.9,"Meat Yield","Feed Addition","Goat",NA,NA,NA,NA,"T4..T1..T3","TDN.T..TDA.S..TDMixture","Azadirachta indica..Acacia senegal..Acacia senegal;Azadirachta indica",20.1,0.969999999999998,NA
"NN0394","10.1007/s11250-015-0823-6","Nigeria","FCWM Teaching and Research Farm, New-Bussa","T1","T CON","NA","g/d/individual",-0.95,"Weight Gain","Feed Addition","Goat",NA,NA,NA,NA,"T2..T3..T4..T5..T6","T D2..T D3..T D4..T D5..T D6","Piliostigma thonningii..Daniellia oliveri..Afzelia africana..Psophocarpus scandens..Annona senegalensis",33.26,23.303,NA
"NN0394","10.1007/s11250-015-0823-6","Nigeria","FCWM Teaching and Research Farm, New-Bussa","T1","T CON","NA","kg/individual",7.92,"Meat Yield","Feed Addition","Goat",NA,NA,NA,NA,"T2..T3..T4..T5..T6","T D2..T D3..T D4..T D5..T D6","Piliostigma thonningii..Daniellia oliveri..Afzelia africana..Psophocarpus scandens..Annona senegalensis",10.84,0.178,NA
